57,88,84,12,0,16,44,44,0,9,100,2
44,100,77,1,0,21,40,86,0,41,100,8
37,100,70,4,17,9,30,72,0,47,100,0
38,100,79,0,0,29,53,74,12,38,100,15
0,64,3,15,68,81,89,97,55,100,51,29
75,90,89,35,0,25,0,63,4,30,100,21
36,100,63,0,1,17,56,79,10,51,100,0
56,100,77,17,0,31,35,84,0,43,100,12
0,79,21,0,37,25,82,100,40,85,73,15
34,100,67,0,0,27,47,82,6,51,100,3
25,100,41,0,34,23,56,98,15,81,83,5
16,95,14,0,12,25,83,100,41,78,71,19
15,91,37,0,44,31,62,100,20,86,80,1
20,90,29,0,11,43,69,100,31,71,83,8
20,90,29,0,47,32,65,97,24,93,70,6
29,100,52,0,10,30,58,86,14,60,94,0
4,76,24,0,60,46,70,100,31,94,70,12
60,100,92,13,8,0,26,60,0,29,100,12
27,100,36,0,19,22,64,95,25,76,83,7
27,100,34,0,14,60,74,75,25,54,82,21
41,100,63,9,15,19,37,77,0,58,97,0
63,82,89,21,0,15,36,43,0,21,100,8
31,100,56,0,0,62,77,70,26,42,100,15
48,100,78,7,0,11,41,65,0,32,100,6
45,100,73,7,0,27,42,67,0,40,100,12
21,92,52,0,12,23,65,66,23,53,100,0
49,100,74,10,17,7,25,67,0,45,100,0
2,71,6,0,38,70,75,74,39,93,63,27
29,100,65,0,16,0,58,93,21,66,100,2
35,94,70,0,6,13,54,62,13,41,100,0
68,99,100,22,0,25,21,57,0,14,95,20
0,64,18,4,72,37,78,92,39,100,59,8
36,100,71,0,0,30,43,73,3,39,100,8
68,97,99,24,0,7,14,56,0,12,100,8
18,86,9,0,48,47,68,95,34,100,71,17
30,100,66,0,16,18,48,76,6,52,100,0
15,100,28,0,37,62,72,97,29,86,77,22
10,86,40,0,9,14,75,100,29,62,94,0
35,100,70,0,8,4,43,86,4,53,100,0
30,100,57,0,4,32,61,87,4,50,100,0
61,100,87,11,0,11,25,61,0,26,100,10
29,100,63,0,0,46,61,86,11,45,100,24
61,87,76,16,14,0,41,38,0,25,100,3
4,96,30,0,24,27,95,98,42,74,79,6
13,91,35,0,32,44,74,100,28,76,78,6
50,100,73,10,1,16,40,73,0,32,100,0
22,100,50,0,25,17,63,86,20,71,95,0
27,100,29,0,33,58,64,79,26,83,75,17
15,89,28,0,40,51,73,95,27,83,70,16
8,90,33,0,27,49,79,97,32,74,82,10
51,83,75,3,0,38,52,33,0,14,100,6
6,82,30,0,26,30,77,100,33,74,82,7
25,100,39,0,30,37,59,100,13,75,78,6
34,100,59,0,0,45,71,67,21,28,100,13
55,100,81,18,0,21,31,75,0,37,100,12
45,100,73,2,14,0,47,54,0,25,100,4
0,90,10,8,47,82,100,92,60,93,62,36
17,97,42,0,8,35,76,100,27,60,91,8
25,100,20,0,19,74,75,82,36,78,75,21
9,85,32,0,47,42,68,85,27,88,76,12
29,100,58,0,14,23,58,78,12,56,99,0
49,94,71,0,17,18,62,41,9,29,100,0
21,98,29,0,35,59,74,83,34,91,81,12
45,100,80,0,0,47,55,67,6,32,100,20
25,87,24,0,23,56,76,60,33,70,74,19
32,100,54,0,6,30,60,66,11,45,100,4
9,81,29,0,46,38,69,92,27,88,71,10
37,100,71,1,5,11,38,71,0,41,100,0
8,82,37,0,26,31,80,91,30,70,81,0
54,100,90,13,12,27,22,61,0,27,100,0
30,100,54,0,12,26,46,82,1,59,95,0
68,93,100,29,0,5,16,55,0,8,97,5
55,100,79,8,0,13,38,66,0,34,100,6
49,100,86,0,0,36,54,62,5,31,100,23
14,79,30,0,47,32,63,90,21,87,70,9
51,83,80,1,27,1,49,29,0,24,100,0
53,100,69,6,4,31,52,49,0,21,100,0
19,87,41,0,19,40,66,77,11,60,81,6
61,86,80,14,13,15,32,40,0,24,100,0
27,99,57,0,10,32,68,100,24,61,97,0
19,91,22,0,39,40,69,95,30,92,73,13
7,78,3,0,46,63,77,96,39,99,61,23
39,98,69,0,0,18,53,79,5,45,100,8
54,100,89,11,0,5,25,64,0,23,100,2
40,100,69,8,14,23,35,75,0,49,100,0
23,100,16,0,31,75,76,83,37,88,70,25
39,100,71,4,10,19,36,76,0,49,100,0
23,99,44,0,8,42,64,100,22,64,92,10
35,100,66,0,9,23,53,81,6,53,100,0
13,80,23,0,15,16,74,74,33,70,77,9
27,100,67,1,39,12,31,73,0,63,100,0
43,100,78,11,27,0,20,85,0,61,100,8
35,100,67,1,3,7,42,89,0,49,100,0
62,90,76,24,3,15,24,57,0,37,100,0
28,98,40,0,7,10,66,88,19,59,84,1
17,100,22,0,33,63,77,91,35,79,73,25
30,100,65,0,24,14,40,81,1,65,99,0
3,79,33,0,44,38,73,98,29,85,78,4
50,100,93,8,0,25,31,68,0,28,100,15
30,100,51,0,6,29,49,84,2,55,93,1
26,100,55,0,6,40,66,84,23,62,98,0
14,86,23,0,48,53,73,100,30,90,67,19
41,100,72,0,9,6,45,59,0,37,100,0
21,100,37,0,30,57,70,73,24,69,81,22
6,82,30,0,26,32,77,88,33,76,81,6
41,100,79,0,0,32,49,66,4,33,100,21
11,92,31,0,27,24,80,100,35,77,79,6
20,93,42,0,25,31,67,85,26,73,86,0
24,100,39,0,21,42,69,85,28,74,85,8
13,82,20,0,37,40,70,85,33,88,70,16
30,91,62,0,0,38,67,66,9,39,100,12
27,93,59,0,15,17,60,63,16,51,100,0
5,80,41,0,42,15,68,94,23,80,80,0
53,100,86,12,0,17,36,67,0,31,100,16
24,99,48,0,26,20,53,100,11,74,89,0
58,100,79,17,0,15,33,68,0,34,100,6
74,80,85,26,0,45,31,43,0,28,100,19
23,100,46,0,10,47,67,83,23,60,95,5
30,100,66,0,13,12,44,77,4,49,100,0
0,61,0,23,79,88,99,100,65,100,40,43
0,100,30,1,27,46,98,85,48,80,87,16
0,82,18,11,44,56,100,98,55,91,67,16
26,100,47,0,26,17,54,79,13,71,90,2
24,100,55,0,0,52,73,91,22,51,100,8
42,100,79,0,0,27,44,66,0,32,100,18
48,77,62,0,8,33,71,20,13,16,100,1
0,82,24,2,42,51,86,100,42,87,73,17
22,100,40,0,18,54,71,86,23,64,86,14
34,100,67,0,6,5,46,77,5,47,100,0
28,100,60,0,2,27,66,92,21,53,100,0
30,100,63,0,13,26,54,80,12,61,99,0
22,100,44,0,17,42,70,84,26,64,92,1
0,65,7,13,71,79,87,100,52,100,57,28
0,56,0,25,68,97,100,91,67,100,41,48
62,90,89,20,0,24,34,55,0,31,100,18
7,74,16,0,65,55,73,96,36,100,58,21
14,87,38,0,17,35,67,84,26,68,88,5
35,100,50,0,9,56,61,67,15,52,91,10
43,100,69,7,12,21,35,73,0,44,100,0
54,100,85,11,0,29,33,66,0,29,100,9
4,81,32,0,21,32,79,97,34,70,82,7
30,100,61,0,13,7,61,86,22,59,100,0
0,79,20,7,54,52,94,100,50,96,66,19
56,100,86,12,0,16,35,67,0,32,100,9
25,92,45,0,19,34,61,67,15,57,88,2
26,99,58,0,7,20,61,89,16,56,100,0
24,99,37,0,39,15,55,95,7,80,74,1
21,100,46,0,5,49,74,79,24,55,98,5
58,93,82,11,0,4,42,49,0,25,100,7
71,75,79,26,7,19,37,32,0,7,100,0
54,100,77,13,21,3,18,61,0,41,100,0
62,75,76,15,0,36,51,25,0,15,100,12
30,100,62,1,25,14,35,94,0,70,95,0
30,97,54,0,2,33,72,64,23,35,100,0
59,100,89,17,0,2,25,62,0,23,100,8
15,92,33,0,28,41,70,88,30,79,88,9
24,100,35,0,25,48,66,86,26,78,82,17
42,100,66,0,3,30,50,57,1,28,100,0
25,100,42,0,0,63,90,73,36,46,95,19
29,100,62,0,26,9,54,78,15,64,99,0
61,90,84,17,14,4,33,45,0,25,100,0
19,94,30,0,36,49,69,98,27,83,74,13
0,71,19,17,65,62,99,100,59,100,61,24
9,85,21,0,43,59,74,100,33,87,68,23
26,100,69,0,17,20,45,94,11,56,100,0
14,98,19,0,24,75,81,74,36,70,72,30
0,76,28,1,48,44,77,100,34,85,70,14
56,100,83,15,0,32,36,73,0,36,100,20
25,100,42,0,13,35,68,83,25,63,89,4
56,99,87,3,7,14,41,49,0,20,100,0
43,100,64,0,21,31,50,63,0,58,96,0
25,93,58,0,27,18,49,100,13,73,92,0
69,65,83,22,13,25,47,17,0,3,100,0
34,100,46,0,19,45,48,78,2,63,83,6
63,100,89,23,0,8,27,67,0,25,100,17
50,100,86,18,17,0,26,77,0,45,100,18
15,79,18,0,69,48,60,100,28,100,66,20
19,86,41,0,8,29,62,89,20,60,87,8
32,100,33,0,18,58,70,70,30,67,79,15
17,88,43,0,0,40,66,89,26,61,100,9
29,100,44,0,4,48,62,84,21,60,89,13
31,100,63,0,19,9,45,89,5,65,95,0
67,68,92,20,29,13,33,24,0,18,100,0
15,92,34,0,18,51,75,100,32,71,84,10
49,100,74,10,0,2,37,72,0,35,100,4
25,100,50,0,15,21,60,90,17,64,94,0
34,100,51,0,12,23,46,77,2,60,87,0
30,100,67,0,13,26,48,75,7,48,100,0
13,85,35,0,37,32,65,100,25,81,79,1
19,89,40,0,15,36,66,94,22,65,85,5
10,92,35,0,46,26,74,100,30,86,80,0
6,71,27,0,59,38,62,100,27,88,75,11
0,48,1,17,78,68,90,82,59,100,38,29
24,100,45,0,19,46,63,83,15,60,90,9
25,100,58,0,32,14,46,96,7,71,92,0
16,94,33,0,24,30,71,100,28,74,84,12
41,100,70,3,22,30,42,54,0,37,100,0
40,100,62,0,0,35,61,54,8,27,100,3
17,94,36,0,26,50,73,76,29,68,83,10
15,90,40,0,26,34,70,81,17,66,80,0
24,100,40,0,16,39,71,80,24,62,87,8
30,100,56,0,24,36,50,68,6,58,97,0
29,100,49,0,21,34,50,76,9,66,89,6
6,100,30,0,22,62,92,95,42,70,82,17
28,100,53,0,6,26,61,90,16,58,95,0
10,90,32,0,53,34,82,100,28,89,70,2
0,78,15,16,44,65,100,94,63,89,62,31
75,81,89,22,1,18,21,31,0,11,100,0
19,93,49,0,30,12,62,92,19,72,88,0
0,80,18,8,32,55,90,100,49,83,73,23
34,100,57,0,9,29,49,81,1,55,95,0
44,100,72,10,1,21,33,82,0,47,100,0
39,100,75,0,0,21,41,64,1,31,100,1
61,100,83,17,0,34,40,64,0,22,100,22
25,100,58,0,44,10,40,89,4,78,89,0
37,100,74,2,12,4,35,73,0,48,100,0
36,100,64,0,0,15,70,59,20,30,100,7
48,76,71,0,1,24,55,33,3,37,100,0
0,60,2,6,63,62,78,80,44,100,48,22
38,100,67,1,0,13,44,74,0,45,100,1
54,100,79,18,0,1,27,80,0,41,100,3
56,87,74,10,1,22,49,36,0,14,100,0
0,60,12,3,76,48,75,91,38,100,52,15
43,100,70,0,0,27,49,63,1,35,100,2
17,100,39,0,0,57,85,99,37,60,94,18
47,100,74,5,2,17,27,76,0,37,100,0
60,80,83,10,7,34,40,28,0,15,100,0
0,58,0,33,66,100,100,93,79,94,30,56
8,77,33,0,52,27,69,75,26,91,73,0
28,95,58,0,11,8,50,100,6,59,96,0
27,100,48,0,0,25,74,82,29,55,94,5
5,88,13,0,16,85,83,81,42,84,78,23
2,72,20,0,66,51,73,90,34,100,63,18
22,90,36,0,23,49,63,69,17,63,79,16
37,100,68,5,20,11,36,80,0,57,100,0
0,70,25,1,67,62,69,100,33,97,68,21
55,100,77,16,9,0,14,74,0,42,100,0
31,100,65,0,16,10,45,85,4,61,99,0
21,100,38,0,32,54,61,89,19,77,81,17
11,86,53,0,33,16,68,96,26,72,92,0
7,79,26,0,36,37,72,99,33,81,74,11
25,98,43,0,13,48,64,76,20,62,91,12
22,100,46,0,21,44,65,88,18,64,92,6
62,92,95,19,0,20,34,51,0,15,100,6
23,100,51,0,23,32,51,84,7,67,93,0
6,72,18,0,49,49,65,100,31,86,81,14
10,73,35,0,60,28,52,100,17,89,78,5
0,67,2,10,51,78,88,77,52,98,55,29
20,91,13,0,39,43,71,97,35,100,71,15
31,99,58,0,0,37,66,81,10,48,100,1
20,100,39,0,35,49,70,79,24,69,89,11
0,74,15,5,61,59,92,96,49,100,60,19
64,94,87,23,0,16,28,57,0,25,100,8
58,99,81,12,10,5,27,57,0,31,100,0
27,100,45,0,15,40,69,76,24,61,88,0
8,90,15,0,50,61,82,82,41,100,72,18
50,100,84,0,3,17,47,52,3,23,100,0
0,66,9,22,51,86,98,94,62,94,57,34
22,89,39,0,11,41,70,75,21,57,83,5
62,95,90,19,0,29,26,55,0,25,100,7
42,99,63,0,0,51,77,52,21,29,100,17
44,100,62,0,0,40,60,55,2,38,100,5
54,100,99,17,7,4,22,66,0,20,100,0
56,100,78,14,0,49,40,64,0,18,100,14
37,100,66,0,0,17,55,66,10,39,100,3
36,100,72,0,0,26,44,92,1,45,100,13
0,73,22,11,57,68,86,100,49,94,70,20
38,100,74,0,0,39,56,87,11,44,100,17
20,99,51,0,0,25,74,96,23,55,100,2
17,90,40,0,17,38,70,76,27,66,88,1
16,100,25,0,29,50,80,95,37,79,76,21
28,100,55,0,18,30,53,75,11,63,99,0
18,100,44,0,26,23,65,96,19,71,88,0
29,100,43,0,26,48,59,68,10,64,84,13
17,97,29,0,21,55,78,89,36,79,83,9
38,98,78,0,0,29,58,65,13,36,100,18
72,88,95,30,0,9,10,61,0,32,100,30
46,100,74,14,16,6,24,79,0,53,100,0
39,100,67,0,5,39,43,76,2,54,96,0
55,84,86,4,23,13,44,30,0,18,100,0
53,100,84,8,12,1,25,59,0,32,100,0
1,67,6,0,77,65,70,100,36,100,62,19
19,92,58,0,28,0,58,90,17,69,94,1
19,97,26,0,22,72,79,73,37,67,79,25
30,100,60,0,23,21,61,76,14,49,100,0
46,100,75,0,5,9,48,58,1,39,100,0
15,94,56,0,40,7,58,100,18,77,91,0
0,61,11,0,64,58,84,96,41,96,58,18
25,100,51,0,21,31,59,94,13,64,91,0
8,73,2,0,43,42,67,88,34,100,67,18
46,100,77,12,19,0,26,80,0,58,100,2
37,100,66,0,0,36,59,81,10,48,100,10
18,94,36,0,31,26,63,100,20,76,80,9
0,87,16,7,48,73,99,100,57,94,64,26
26,100,56,0,15,21,55,84,10,62,97,0
24,100,49,0,5,35,65,95,21,64,95,0
48,100,71,8,0,35,47,66,0,32,100,12
56,100,87,12,0,26,43,60,0,22,100,20
38,86,60,0,5,32,58,42,7,27,100,0
18,100,22,0,24,72,80,93,37,79,76,23
28,100,60,0,1,43,60,73,13,41,100,0
67,78,80,23,3,16,37,35,0,16,100,0
61,73,79,13,10,25,48,29,0,3,100,0
27,100,46,0,18,39,64,86,15,62,86,0
5,89,58,0,44,21,49,100,15,76,90,0
41,100,78,0,8,0,35,70,7,37,100,9
34,100,61,0,5,36,59,73,14,53,99,0
20,95,34,0,33,31,66,98,27,83,78,2
48,100,73,11,0,32,39,74,0,37,100,8
33,91,59,0,18,29,61,53,14,48,100,0
40,97,72,0,0,52,67,65,14,35,100,21
0,66,25,3,48,26,75,88,35,86,70,3
38,100,64,6,2,19,40,86,0,54,99,0
19,89,24,0,21,50,73,78,34,77,78,9
40,100,74,3,14,8,36,66,0,43,100,0
25,95,35,0,21,44,65,75,20,65,78,15
64,91,97,23,0,26,30,54,0,23,100,22
5,87,18,0,34,58,83,88,41,89,75,17
0,82,22,4,34,32,93,92,46,85,72,12
45,100,65,5,5,40,48,64,0,45,100,0
14,86,33,0,33,19,66,100,23,77,78,2
16,93,28,0,28,56,71,89,31,80,80,17
39,100,70,0,0,41,59,68,6,32,100,15
51,100,85,10,7,0,21,71,0,36,100,8
70,88,92,18,0,26,39,42,0,17,100,19
26,100,40,0,21,38,67,87,20,63,85,8
2,77,36,0,42,35,69,100,26,81,79,2
35,100,65,6,25,25,36,81,0,62,99,0
0,71,21,4,57,35,81,100,40,91,69,18
22,98,25,0,23,70,75,93,34,75,73,25
8,86,22,0,37,65,75,99,36,84,73,22
50,100,81,7,0,27,37,77,0,37,100,15
26,100,43,0,12,22,66,86,17,61,85,2
2,81,20,0,52,73,77,100,39,97,73,24
0,58,10,10,79,61,76,90,44,100,60,21
48,98,75,2,12,0,44,48,0,32,100,3
14,97,36,0,37,38,75,94,29,79,80,1
10,79,19,0,45,51,70,97,32,90,69,17
32,100,45,0,7,42,65,73,20,55,89,7
26,100,44,0,8,40,69,84,25,60,91,3
44,100,64,8,16,15,40,79,0,58,93,0
28,100,45,0,18,66,70,66,23,49,97,16
21,100,46,0,15,32,65,92,20,64,91,0
17,93,39,0,33,27,62,100,21,80,86,2
34,100,55,0,0,44,60,69,14,35,100,19
30,100,58,0,11,27,57,74,14,57,100,0
19,93,37,0,55,23,61,100,20,95,75,0
25,100,35,0,4,40,76,95,28,55,84,17
29,100,37,0,31,48,51,92,11,81,77,16
61,77,74,15,1,26,49,26,0,9,100,0
21,97,53,0,0,46,75,88,24,44,100,4
20,96,32,0,25,21,74,90,30,76,81,4
55,100,84,10,9,14,27,60,0,31,100,0
47,100,78,4,0,14,32,71,0,37,100,1
37,100,71,0,16,39,61,49,14,29,100,0
0,53,0,25,78,86,99,93,67,100,31,56
56,100,74,16,1,9,28,68,0,33,100,0
4,90,28,0,32,56,85,92,39,83,80,11
12,100,25,0,20,61,91,99,42,67,79,20
64,71,84,19,22,3,37,25,0,20,100,0
25,100,50,0,25,30,64,96,23,76,89,0
31,90,50,0,11,44,62,49,14,45,99,8
24,89,32,0,30,28,63,85,20,77,73,4
11,95,15,0,38,71,88,100,43,87,64,25
13,77,26,0,29,38,67,88,28,76,73,10
11,100,47,0,42,28,62,99,12,77,82,0
20,97,38,0,36,27,59,100,10,75,75,0
5,79,33,0,28,38,71,88,30,76,82,11
57,85,74,7,7,15,54,32,0,12,100,0
28,99,49,0,1,30,60,90,16,56,93,0
6,82,11,0,45,70,78,88,40,100,65,21
16,86,29,0,20,21,69,82,32,79,82,0
0,81,21,5,39,59,92,100,49,82,68,26
60,100,72,24,7,26,28,71,0,45,100,0
30,100,61,0,14,5,52,98,13,66,97,0
0,88,10,9,43,85,95,100,57,92,62,39
28,100,54,0,16,13,61,71,15,55,98,0
43,95,72,0,7,8,57,48,9,32,100,0
11,84,24,0,49,42,70,100,30,92,69,17
37,100,68,5,14,20,39,68,0,47,100,0
22,92,28,0,44,31,65,89,26,93,71,12
14,80,35,0,17,46,69,72,24,62,81,11
24,100,48,0,23,36,68,76,21,61,92,0
47,100,89,9,2,11,31,66,0,27,100,0
24,97,63,0,5,30,64,100,22,51,100,0
10,88,15,0,44,61,78,83,39,96,72,16
55,100,75,12,0,19,44,60,0,30,100,4
35,100,74,0,0,24,55,78,15,41,100,3
27,100,41,0,12,34,64,85,25,68,88,9
34,100,67,0,15,13,43,92,0,55,100,0
49,100,73,10,18,0,30,71,0,49,100,7
59,67,76,5,11,25,55,7,0,15,100,0
22,100,43,0,21,43,59,97,14,68,85,9
66,74,81,20,26,26,38,28,0,17,100,0
58,95,83,9,0,5,30,51,0,29,100,5
55,97,70,16,9,8,41,63,0,45,100,0
65,97,91,21,0,9,23,65,0,30,100,16
29,100,60,1,32,23,38,79,0,67,93,0
45,98,84,0,0,50,60,56,13,25,100,20
20,96,34,0,31,56,72,83,29,74,79,17
22,98,29,0,24,48,69,100,32,86,84,16
23,100,18,0,23,87,76,75,37,74,77,28
59,91,74,13,11,16,38,39,0,28,100,0
60,94,75,19,0,25,36,62,0,35,100,5
53,100,78,9,13,6,43,55,0,32,100,0
43,100,83,0,0,18,44,71,4,37,100,15
66,80,88,21,15,0,35,35,0,22,100,8
26,100,55,0,23,19,60,81,17,67,94,0
11,87,9,0,9,53,79,92,39,75,73,21
27,100,42,0,20,32,68,75,23,66,85,11
25,98,43,0,20,31,64,84,16,65,83,0
38,100,67,8,14,13,35,82,0,55,100,0
38,100,78,0,0,33,50,88,8,45,100,19
35,100,37,0,18,64,56,70,9,61,78,25
16,91,44,0,28,23,65,96,21,72,89,0
27,100,49,0,2,50,61,86,10,52,95,10
29,100,64,0,3,31,55,91,12,53,100,0
57,95,83,11,0,28,44,52,0,25,100,12
54,100,78,18,17,0,18,75,0,49,100,3
6,82,31,0,28,51,75,90,33,75,82,10
26,100,50,0,0,53,80,77,29,49,100,14
19,87,15,0,47,54,63,100,30,100,74,23
31,100,60,0,7,12,53,78,12,56,99,0
32,94,57,0,11,24,61,57,17,43,100,0
21,97,28,0,28,60,73,81,34,83,81,13
21,100,28,0,24,28,71,96,26,73,74,20
30,100,57,0,5,41,68,73,9,45,100,0
57,100,93,17,0,12,25,67,0,28,100,14
60,99,77,21,0,16,27,73,0,40,100,0
35,100,65,2,3,1,42,84,0,50,100,0
18,96,35,0,27,37,69,99,28,79,84,10
66,85,81,28,0,13,18,54,0,31,100,3
56,100,82,11,0,7,38,58,0,26,100,1
68,100,99,23,0,12,11,67,0,27,100,21
41,100,70,0,10,22,53,59,5,41,100,0
23,100,28,0,26,70,74,80,34,82,80,20
44,100,70,0,13,27,50,56,2,41,100,0
50,100,89,9,0,15,33,64,0,29,100,5
21,97,25,0,26,69,76,80,36,78,76,21
22,96,41,0,20,52,62,100,20,70,87,10
24,100,46,0,39,22,46,97,0,75,79,0
18,91,53,0,36,2,55,79,16,74,89,0
9,81,25,0,42,49,70,100,33,91,82,10
0,78,29,4,38,43,85,100,40,79,75,12
27,100,54,0,27,14,51,95,12,74,92,0
24,100,35,0,15,51,74,76,27,61,85,14
0,77,32,1,36,34,76,84,35,85,85,0
12,83,34,0,62,34,61,100,25,98,81,7
71,78,90,20,10,3,39,43,0,0,100,2
44,100,79,0,0,51,60,87,9,40,100,28
32,100,64,0,14,17,57,73,10,55,100,0
59,100,93,10,10,0,21,59,0,19,100,1
32,100,61,0,10,31,56,68,10,50,100,0
63,100,85,24,0,14,21,75,0,36,100,12
29,100,40,0,15,36,67,75,21,59,85,8
38,100,61,3,1,8,43,83,0,53,95,0
60,85,84,17,10,20,27,44,0,31,100,0
16,92,47,0,38,15,58,95,14,77,84,0
33,100,60,0,0,19,55,82,16,57,96,9
5,71,11,0,43,79,68,100,35,84,70,27
52,100,75,12,3,10,38,67,0,39,100,0
49,100,85,3,0,40,45,67,0,32,100,23
22,97,32,0,16,59,69,96,31,78,86,17
7,80,30,0,40,42,77,81,32,81,72,8
