3,2,12,2,2,2
11,8,9,4,1,3
10,8,9,4,1,4
10,8,11,2,3,2
2,3,12,2,3,2
3,2,12,4,3,2
2,4,12,3,4,3
10,7,8,4,3,3
7,5,12,3,4,2
11,8,12,5,4,3
11,8,11,3,4,2
8,6,12,4,4,2
6,4,9,4,2,2
3,1,12,3,2,2
9,7,9,4,1,2
1,2,12,2,3,2
10,8,11,2,3,3
10,7,11,3,4,2
8,6,9,4,2,3
7,5,8,4,2,3
6,4,9,4,2,3
10,8,11,2,3,3
11,8,11,2,4,3
10,8,12,3,4,3
9,7,12,3,4,3
10,8,11,4,4,3
6,4,9,4,1,2
11,8,11,4,4,3
11,8,11,3,5,3
6,4,8,4,2,3
7,5,11,2,3,2
11,8,11,4,4,3
9,7,12,3,5,3
10,7,8,4,3,3
6,4,11,4,3,2
6,4,12,3,3,2
2,3,12,2,3,2
6,4,13,4,4,3
9,7,11,3,4,2
9,7,11,2,4,3
3,4,8,4,2,3
9,7,8,4,3,3
10,8,11,6,5,3
10,7,11,2,3,2
11,8,11,3,4,3
3,5,8,4,2,3
11,8,11,2,3,2
9,7,8,5,3,3
7,5,11,3,2,2
9,7,11,3,2,2
9,7,9,4,2,2
1,1,12,2,2,2
4,3,12,4,3,2
7,5,8,4,3,3
1,2,12,2,2,2
11,8,8,4,3,3
7,5,12,5,4,3
6,4,11,2,3,2
8,6,11,3,4,2
3,4,8,4,2,3
4,3,12,3,3,2
11,8,9,4,1,4
7,5,8,4,2,3
7,5,11,2,3,3
10,8,11,4,4,2
9,7,12,4,4,2
11,8,8,5,3,3
10,8,8,4,3,3
8,6,8,4,3,3
1,2,12,3,3,2
11,8,11,2,3,2
6,4,8,4,2,3
9,7,11,3,3,2
8,6,11,1,3,4
9,7,9,5,2,3
10,8,9,4,2,3
2,3,12,2,3,2
7,5,9,3,1,2
4,3,12,3,3,2
9,7,8,4,3,3
2,4,12,2,3,3
10,8,11,3,4,2
1,3,12,2,3,2
1,3,12,3,3,2
8,6,8,4,2,3
8,6,11,3,4,2
4,3,12,3,3,2
8,6,8,4,3,3
4,7,8,4,3,3
7,5,11,3,3,3
11,8,8,5,3,3
8,6,12,2,4,2
3,2,12,3,3,2
6,4,11,2,3,2
9,7,8,4,2,3
5,4,12,2,3,3
10,8,11,3,5,3
1,2,12,3,2,2
10,7,8,4,3,3
4,2,12,2,3,2
7,5,12,2,2,3
3,2,12,3,2,2
8,6,8,4,2,3
3,1,12,3,2,2
5,4,12,3,3,2
4,3,12,2,3,2
10,8,11,2,4,3
10,8,12,2,3,2
11,8,12,5,4,3
5,3,12,4,3,2
10,8,11,2,3,3
4,3,12,2,2,3
5,3,12,2,3,4
8,6,8,4,3,3
5,3,12,2,3,4
7,5,11,2,3,2
9,7,11,2,2,3
3,2,12,2,2,2
7,5,9,4,2,3
6,4,11,2,3,2
7,5,8,4,2,3
5,3,13,4,3,3
9,7,12,4,4,3
9,7,9,3,1,3
10,8,11,2,3,2
9,7,12,1,2,3
7,5,12,2,3,4
10,8,11,2,4,5
6,4,12,2,3,2
8,6,11,6,4,2
10,8,11,2,3,3
7,5,9,3,1,2
6,4,12,4,3,2
7,5,9,4,1,3
10,7,9,5,2,3
4,3,12,2,2,2
7,5,11,3,4,2
7,5,12,3,3,2
9,7,11,2,4,3
3,2,11,3,3,2
11,8,11,3,4,2
7,5,11,4,3,2
10,8,11,2,4,4
8,6,11,3,4,2
6,4,11,3,3,2
9,6,12,3,3,2
2,3,12,2,2,2
10,8,8,4,3,3
10,7,12,4,4,3
5,4,12,3,3,3
2,3,12,3,4,2
8,6,8,4,3,3
7,5,9,4,1,2
7,5,9,4,2,2
7,5,11,2,2,2
9,6,11,3,4,3
10,7,8,4,3,3
3,5,8,4,2,3
8,6,11,1,2,2
11,8,11,2,3,2
1,1,12,3,2,2
10,7,11,3,4,2
10,7,8,4,3,3
3,1,12,3,3,2
6,4,11,3,2,2
1,2,12,2,2,2
8,6,12,1,2,6
6,4,9,4,2,3
2,3,12,2,3,3
4,7,8,4,3,3
6,4,12,4,3,2
3,2,13,3,2,2
7,5,11,3,3,2
8,6,8,4,3,3
7,5,9,3,1,2
5,3,12,4,4,2
5,4,12,3,3,3
10,8,8,4,3,3
3,2,12,3,2,2
8,6,8,4,2,3
3,2,12,4,3,2
3,5,8,4,3,3
10,7,11,2,4,4
8,6,8,4,3,3
6,4,8,4,2,3
8,6,11,2,4,2
3,2,12,2,2,2
2,3,12,3,3,2
7,5,8,4,2,3
6,4,9,4,2,3
8,6,11,3,3,2
4,3,12,3,3,2
4,3,12,2,3,2
8,6,12,5,4,3
11,8,8,4,3,3
7,5,12,4,3,3
8,6,11,3,4,2
4,3,12,3,3,2
11,8,8,5,3,3
8,6,8,4,3,3
11,8,11,2,3,2
9,6,12,3,4,3
2,3,12,3,3,2
11,8,12,2,4,6
10,8,11,3,4,2
7,5,11,2,3,3
3,2,12,3,3,2
3,2,12,3,3,2
5,4,12,3,3,2
1,2,12,2,2,2
10,7,9,3,2,3
4,3,12,3,3,2
6,4,12,5,4,3
8,6,11,4,4,3
5,3,12,3,3,2
10,8,9,4,2,3
6,4,8,4,2,3
6,4,8,4,2,3
4,3,12,3,3,2
11,8,11,3,4,2
10,7,11,3,3,2
8,6,11,1,3,4
6,4,9,4,2,3
7,5,12,1,2,3
7,5,12,2,3,2
2,4,12,2,3,2
10,7,8,4,3,3
10,8,8,4,3,3
4,3,12,2,3,2
9,7,11,3,2,3
8,6,12,3,3,3
7,5,12,2,2,3
6,4,11,2,3,2
7,5,11,3,4,2
9,7,11,3,4,3
6,4,11,4,3,2
9,7,10,3,2,2
8,6,12,1,2,4
4,6,8,4,3,3
5,4,12,3,3,3
10,7,12,3,3,3
4,3,12,3,3,2
6,4,12,3,3,2
9,7,12,2,3,2
7,5,11,3,3,3
6,4,8,4,2,3
8,6,8,4,2,3
7,5,8,4,2,3
3,2,13,4,3,2
4,6,8,4,3,3
8,6,9,4,1,2
10,8,11,2,4,3
1,2,12,3,3,2
4,3,12,2,3,2
7,5,12,3,3,3
8,6,11,3,4,3
9,7,11,2,3,3
8,6,8,4,3,3
4,6,8,4,3,3
3,1,13,3,2,2
8,6,8,4,3,3
5,3,12,4,3,3
5,7,8,4,3,3
10,7,12,4,4,3
9,6,11,2,3,3
8,6,9,4,2,2
1,2,12,2,2,2
3,2,13,3,2,2
10,8,11,3,4,2
9,7,8,5,3,3
7,5,12,4,4,3
6,4,12,2,3,2
6,4,11,3,3,3
6,4,11,1,3,2
7,5,11,1,2,3
7,5,11,1,3,5
6,4,12,3,3,2
6,4,11,3,3,2
5,8,8,4,3,3
10,8,11,4,4,2
10,7,8,4,3,3
11,9,11,2,4,3
2,3,12,2,3,3
9,6,9,3,1,3
3,2,12,2,2,3
9,7,11,4,4,3
5,4,13,4,4,3
9,6,11,4,4,2
11,8,8,5,3,3
3,2,12,3,3,2
1,2,12,3,3,2
7,5,8,5,3,3
7,5,12,3,4,2
9,7,11,5,4,2
6,4,12,4,3,2
9,7,11,3,4,2
10,7,11,3,4,2
8,6,9,4,1,2
8,6,8,4,3,3
9,7,12,5,4,3
10,7,9,4,2,2
6,4,11,3,3,2
5,3,12,3,3,2
11,8,12,2,3,3
4,7,8,4,3,3
9,7,8,4,3,3
8,6,11,3,3,2
9,6,12,4,3,3
8,6,8,4,3,3
6,4,12,5,4,3
6,4,11,2,2,2
4,7,8,5,3,3
10,8,8,4,3,3
10,8,12,3,4,3
7,5,11,4,4,2
5,4,12,2,3,4
6,4,12,5,4,2
7,5,8,4,2,3
11,8,9,4,2,2
7,5,12,5,4,2
9,7,8,4,3,3
5,4,12,2,3,3
1,2,12,2,2,4
7,5,11,3,4,2
9,7,11,2,4,3
7,5,12,3,4,2
4,3,12,2,3,2
6,4,11,3,4,2
10,8,11,4,4,2
3,4,8,4,2,3
5,4,12,3,3,2
9,6,10,3,4,3
7,5,9,4,1,2
3,1,12,2,2,2
8,6,11,2,4,2
7,5,11,3,3,2
11,9,9,5,2,3
11,8,8,4,3,3
3,2,12,4,3,2
7,5,12,2,3,3
3,2,12,3,2,2
8,6,12,4,4,2
9,6,8,4,3,3
1,3,12,3,3,2
3,2,12,2,2,2
6,4,12,3,3,2
9,7,11,3,4,2
8,6,9,4,1,2
1,3,12,2,2,2
8,6,11,3,4,2
6,4,12,2,2,2
8,6,11,2,3,2
5,4,12,2,3,2
5,4,12,3,3,2
7,5,12,5,4,3
11,8,8,4,3,3
9,7,12,3,4,3
5,4,12,3,3,2
10,8,8,4,3,3
3,2,12,2,2,2
10,8,12,2,3,4
6,4,12,3,3,2
10,7,11,3,4,4
8,6,12,3,3,3
10,8,8,4,3,3
4,3,12,2,3,4
2,4,9,4,2,3
11,9,9,4,2,3
2,4,12,2,3,2
10,8,11,2,3,3
10,8,12,5,5,3
11,8,12,3,4,3
3,2,12,3,3,2
5,3,12,3,3,2
9,7,11,2,3,2
11,8,11,3,4,3
6,4,11,5,3,2
3,5,8,4,2,3
8,6,11,2,2,3
11,8,11,3,4,2
9,7,12,2,3,4
7,5,11,3,3,2
9,7,8,5,3,3
3,2,12,2,2,2
11,8,11,2,3,2
7,5,9,4,2,2
3,2,12,3,2,2
10,7,11,5,5,3
9,7,8,4,3,3
10,8,11,1,3,3
9,7,8,4,3,3
7,5,11,2,3,2
4,3,12,3,3,2
8,6,12,3,3,2
9,7,11,3,4,3
5,3,12,3,3,2
8,6,11,3,4,3
11,8,11,2,4,3
11,8,12,3,4,3
8,6,12,5,4,3
2,4,7,6,6,2
2,4,7,5,6,2
7,5,7,4,6,2
2,3,7,5,6,2
3,4,7,6,5,2
0,0,7,6,4,1
0,0,8,6,4,1
1,2,7,5,5,2
4,3,7,5,5,2
3,2,7,5,5,2
1,2,7,8,5,2
2,3,7,5,5,2
6,4,6,6,7,2
0,1,8,7,5,1
3,2,7,5,5,2
2,3,7,5,5,2
2,4,7,5,6,2
6,4,7,5,6,2
0,1,7,7,5,1
4,3,7,5,5,2
6,4,7,5,6,2
0,0,7,6,4,1
2,3,7,5,5,2
4,3,8,5,5,2
0,0,7,6,4,1
5,4,7,6,6,2
2,3,7,6,5,2
6,4,8,6,6,2
4,3,7,5,5,2
2,4,7,5,6,2
2,4,7,5,5,2
2,3,7,5,6,2
0,0,7,6,4,1
7,5,7,5,6,2
3,2,7,5,5,2
5,4,7,5,5,2
2,3,7,5,5,2
5,4,7,5,6,2
2,4,7,5,5,2
0,0,8,6,4,1
1,2,7,5,5,2
1,1,7,4,5,1
7,5,7,7,6,2
5,3,7,5,5,2
0,1,7,7,4,1
0,1,7,7,4,1
3,1,7,4,5,1
1,2,7,5,6,2
6,4,7,6,5,2
0,1,8,7,5,1
5,4,7,5,5,2
1,2,7,8,5,2
2,3,7,5,6,2
0,1,7,7,5,1
6,4,7,4,5,3
0,1,8,7,5,1
2,3,7,5,6,2
1,1,7,7,5,1
1,2,7,5,5,2
3,2,7,4,4,2
1,2,8,8,5,2
3,2,7,5,5,2
1,2,7,5,5,2
5,3,7,6,6,2
5,3,7,5,5,2
1,1,7,7,5,1
6,4,7,7,6,2
0,0,8,6,4,1
7,5,8,6,6,2
6,4,8,5,7,2
0,0,8,6,4,1
5,4,7,5,6,2
1,1,7,7,5,1
4,3,7,5,6,2
1,2,7,4,5,2
6,4,8,6,6,2
1,2,7,5,5,2
6,4,7,4,5,2
0,1,7,7,4,1
6,4,7,6,6,2
1,1,7,7,5,1
0,0,7,6,4,1
5,4,7,5,5,2
1,1,7,7,5,1
3,2,8,5,5,2
4,3,7,5,5,2
0,1,7,7,5,1
1,2,7,7,5,2
3,2,7,5,5,2
1,1,7,7,5,1
0,1,7,7,4,1
2,4,7,5,5,2
1,2,8,8,5,2
3,1,7,4,5,1
2,4,7,5,5,2
3,2,7,5,5,2
1,2,7,8,5,2
2,4,7,5,5,2
1,3,8,5,6,2
0,1,7,6,4,1
0,1,7,7,4,1
0,1,8,7,5,1
2,3,7,5,5,2
3,1,7,5,5,1
0,1,8,7,5,1
1,1,7,7,5,1
5,3,7,5,5,2
4,3,7,5,6,2
5,4,7,5,5,2
0,1,7,7,5,1
0,0,7,6,4,1
3,2,8,5,5,2
1,2,7,5,5,2
1,3,7,5,5,2
1,1,7,4,5,1
1,1,7,5,5,1
1,1,7,7,5,1
5,3,7,5,5,2
1,1,7,5,5,1
3,1,8,5,5,1
1,1,7,7,5,1
0,0,7,6,4,1
2,3,7,5,5,2
0,0,8,6,4,1
7,5,7,6,6,2
1,2,7,5,5,2
5,4,7,6,6,2
5,4,7,5,5,2
7,5,8,6,6,2
1,2,7,4,4,2
3,1,8,5,5,1
2,3,7,5,6,2
0,0,7,6,4,1
0,1,7,7,5,1
6,4,7,4,6,2
1,2,7,5,6,4
9,7,7,0,7,0
9,7,7,0,7,0
6,4,5,0,6,0
7,5,7,0,7,0
4,3,7,0,7,0
8,6,7,0,6,0
7,5,7,0,7,0
11,8,6,0,7,1
3,1,7,1,7,0
8,6,6,0,7,0
8,6,8,0,8,0
3,2,7,1,7,0
10,8,7,0,8,0
11,8,6,0,8,0
4,3,7,1,8,0
5,3,7,0,7,0
3,2,8,1,6,0
4,3,8,0,7,0
10,7,7,0,9,0
3,2,8,1,7,0
3,1,7,1,6,0
6,4,7,0,7,0
4,3,8,0,6,0
4,3,7,1,7,0
9,6,8,0,8,0
3,2,8,0,6,0
5,4,7,0,7,0
9,6,7,0,7,0
8,6,7,0,8,0
8,6,7,0,8,0
3,2,8,1,7,0
6,4,7,1,8,0
8,6,7,0,7,0
9,7,7,0,7,0
5,4,7,0,7,0
4,3,7,0,7,0
4,3,7,0,7,0
4,3,8,0,7,0
4,2,7,1,8,0
9,6,8,0,8,0
5,4,7,0,8,0
8,6,7,0,7,0
3,2,7,1,7,0
5,3,7,0,7,0
10,7,8,0,8,0
7,5,7,0,7,0
7,5,9,0,7,0
9,7,7,0,7,0
6,4,7,0,7,0
10,7,7,0,8,0
10,7,7,0,7,0
10,8,8,0,7,0
11,8,7,0,7,0
6,4,7,0,7,0
11,9,8,0,7,0
6,4,7,0,8,0
9,7,6,0,7,0
10,8,7,0,8,0
5,3,8,1,8,0
10,7,7,0,7,0
6,4,7,0,7,0
3,2,8,1,7,0
10,8,9,0,7,0
6,4,7,0,7,0
10,8,7,0,8,0
11,8,7,0,8,0
11,8,7,0,8,0
10,8,8,0,7,0
5,4,7,0,8,0
9,6,8,0,7,0
3,1,7,1,6,0
5,4,7,0,7,0
4,3,7,0,7,0
10,8,7,0,8,0
4,3,8,0,7,0
7,5,8,0,7,0
5,4,7,0,7,0
8,6,9,0,8,0
10,7,7,0,7,0
7,5,7,0,7,0
11,8,6,0,7,0
8,6,7,0,8,0
9,7,7,0,8,0
3,2,7,0,7,0
6,4,8,1,8,0
5,4,7,0,8,0
4,3,7,0,7,0
3,1,7,1,6,0
10,8,9,0,7,0
4,3,8,0,7,0
6,4,8,0,6,0
5,4,7,0,8,0
10,8,7,0,8,0
11,9,8,0,8,0
10,8,9,0,8,0
10,7,5,0,7,0
7,5,7,0,6,0
4,2,8,0,7,0
11,8,9,0,8,1
3,1,8,1,7,0
6,4,7,0,8,0
3,2,7,1,6,0
3,2,8,1,7,0
9,6,9,0,8,0
5,4,8,0,7,0
4,3,7,0,6,0
6,4,7,0,7,0
8,6,8,0,8,0
7,5,6,0,8,0
7,5,8,0,7,0
10,8,9,0,8,0
3,2,8,0,6,0
3,2,7,1,6,0
8,6,7,0,7,0
7,5,7,0,7,0
6,4,7,0,7,0
8,6,9,0,7,0
4,3,7,0,7,0
3,2,7,1,7,0
10,8,6,0,8,1
9,7,9,0,8,0
6,4,8,0,8,0
11,8,7,0,8,0
9,7,8,0,7,0
4,3,6,0,7,0
10,8,6,0,9,0
8,6,8,0,8,0
5,4,7,0,8,0
9,7,6,0,7,0
3,2,7,1,7,0
9,6,8,0,8,0
3,2,8,1,7,0
3,2,7,1,7,0
3,1,7,1,7,0
7,5,6,0,7,0
5,3,7,0,7,0
6,4,6,0,7,0
5,3,7,0,7,0
9,7,6,0,7,0
8,6,7,0,7,0
8,6,7,0,8,0
8,6,7,0,7,0
7,5,7,0,7,0
9,6,8,0,7,0
4,3,8,0,7,0
11,8,7,0,8,0
10,8,8,0,8,0
9,7,7,0,6,0
11,8,7,0,8,0
7,5,9,0,6,0
5,4,7,0,8,0
5,3,8,1,7,0
6,4,7,0,7,0
8,6,7,0,8,0
7,5,9,0,6,0
11,8,7,0,7,0
3,2,8,1,7,0
7,5,6,0,7,0
3,2,7,1,7,0
3,2,7,1,7,0
5,4,7,0,7,0
11,8,7,0,8,0
10,8,6,0,7,1
7,5,8,0,7,0
8,6,7,0,9,0
11,8,6,0,7,2
8,6,7,0,6,0
7,5,7,0,7,0
6,4,9,0,6,0
6,4,7,0,7,0
10,7,7,0,7,0
3,2,8,1,6,0
9,7,7,0,8,0
10,8,7,0,7,0
10,8,7,0,8,0
6,4,7,0,8,0
8,6,8,0,6,0
11,8,8,0,8,0
7,5,9,0,7,0
7,5,6,0,7,0
9,7,7,0,8,0
7,5,5,0,8,0
10,8,7,0,8,0
9,7,8,0,7,0
10,8,9,0,7,2
11,8,7,0,9,0
3,2,7,1,7,0
7,5,8,1,8,0
11,8,7,0,7,0
6,4,7,0,7,0
9,6,7,0,7,0
10,8,6,0,7,0
11,8,5,0,8,0
8,6,7,0,8,0
7,5,6,0,7,0
7,5,7,0,7,0
3,1,7,1,7,0
4,3,7,0,7,0
5,4,7,0,7,0
7,5,7,0,8,0
5,4,7,0,7,0
7,5,6,0,7,0
5,3,7,0,7,0
11,8,6,0,8,0
4,3,8,0,7,0
7,5,6,0,7,0
11,8,7,0,8,0
5,4,9,0,7,0
4,2,7,1,7,0
4,3,7,0,7,0
7,5,5,0,7,0
10,8,8,0,7,0
5,3,7,0,7,0
10,8,7,0,9,0
8,6,7,0,7,0
8,6,7,0,8,0
6,4,8,0,7,0
9,7,6,0,7,0
8,6,7,0,7,0
9,6,7,0,8,0
6,4,7,0,6,0
4,3,7,0,7,0
6,4,8,0,7,0
4,2,7,1,7,0
3,1,7,1,7,0
8,6,9,0,7,0
9,7,7,0,7,0
5,3,7,0,7,0
8,6,7,0,7,0
7,5,8,0,7,0
9,6,7,0,7,0
8,6,7,0,7,0
9,6,7,0,7,0
3,2,7,1,7,0
7,5,8,1,8,0
7,5,5,13,5,3
8,6,6,11,4,3
10,7,4,14,6,3
1,1,5,11,5,3
6,4,5,13,5,3
9,6,5,13,5,3
6,4,6,13,5,3
4,6,5,14,5,3
6,4,5,12,5,3
4,6,5,14,5,3
9,6,5,14,5,3
6,4,4,14,5,3
1,1,5,11,4,3
8,6,6,12,4,3
0,0,7,10,4,3
7,5,4,14,5,3
6,4,5,13,5,3
7,5,6,12,4,3
6,4,4,14,5,3
3,5,5,13,5,3
0,1,6,11,4,3
8,6,5,14,5,3
9,7,5,15,5,3
8,6,5,14,5,3
8,6,4,14,5,3
10,8,6,12,4,3
6,4,5,12,4,3
6,4,4,13,5,3
5,7,4,14,6,3
11,8,5,13,5,3
7,5,5,12,4,3
0,1,5,11,4,3
0,1,5,11,5,3
9,7,6,13,4,3
4,6,5,14,5,3
0,1,5,10,4,3
6,4,5,13,5,3
5,8,5,14,5,3
0,1,5,11,5,3
9,7,5,14,5,3
1,1,5,11,5,3
8,6,4,14,5,3
0,1,5,11,4,3
6,4,6,12,5,3
0,1,6,10,4,3
9,7,6,11,4,3
7,5,5,13,5,3
0,0,5,10,4,3
0,0,6,10,4,2
6,4,6,12,4,3
8,6,6,12,4,3
9,6,6,12,4,3
4,6,5,14,5,3
10,7,5,15,5,3
6,4,5,13,5,3
0,1,5,11,4,3
7,5,5,12,4,3
5,8,4,14,6,3
9,7,4,14,5,3
5,8,4,15,6,3
9,7,5,15,5,3
4,6,4,14,5,3
11,8,5,12,4,3
9,6,4,14,6,3
0,0,6,10,4,3
8,6,6,13,5,3
5,8,4,15,6,3
3,5,6,13,5,3
2,4,5,12,5,3
7,5,3,14,6,3
8,6,5,13,5,3
10,7,6,12,4,3
5,7,3,15,6,3
8,6,4,13,5,3
7,5,5,12,5,3
9,6,5,12,4,3
9,6,6,13,4,3
7,5,6,11,4,3
6,4,4,14,5,3
9,6,4,15,6,3
9,7,5,14,5,3
9,7,4,15,6,3
4,6,3,14,6,3
10,8,4,15,6,3
7,5,5,13,5,3
8,6,4,14,6,3
4,6,4,14,5,3
3,4,4,14,5,3
8,6,5,13,4,3
10,8,6,13,4,3
0,1,5,11,5,3
0,0,6,10,4,2
9,7,5,14,5,3
5,7,5,14,5,3
6,4,5,13,5,3
5,8,5,14,5,3
7,5,4,14,5,3
0,1,6,11,4,3
11,8,5,12,4,3
6,4,6,12,4,3
4,7,4,15,6,3
5,7,5,14,5,3
7,5,4,13,5,3
7,5,5,12,4,3
6,8,4,15,5,3
6,4,5,13,5,3
11,8,5,14,5,3
7,5,5,13,5,3
11,8,5,14,5,3
7,5,6,13,5,3
6,4,5,13,5,3
8,6,5,14,5,3
1,1,6,11,4,3
8,6,5,14,5,3
0,0,7,9,3,2
0,0,6,10,4,2
7,5,5,11,4,3
4,6,5,13,5,3
5,7,5,15,5,3
9,7,5,13,5,3
9,7,4,15,6,3
11,8,6,13,4,3
6,4,5,14,5,3
9,7,5,14,5,3
3,5,5,12,5,3
8,6,5,14,5,3
0,0,6,10,4,3
7,5,5,13,5,3
7,5,6,12,4,3
7,5,5,13,5,3
7,5,5,13,5,3
10,8,4,15,6,3
0,1,5,11,4,3
0,1,5,11,4,3
0,1,5,11,4,3
10,7,4,15,6,3
9,6,4,14,5,3
6,4,5,12,4,3
10,7,5,13,5,3
7,5,7,11,4,3
10,8,3,15,6,3
0,0,5,10,4,3
6,4,5,13,5,3
3,5,4,14,5,3
8,6,3,15,6,3
0,1,5,10,4,3
0,0,5,10,4,3
10,8,4,15,6,3
7,5,4,14,5,3
4,6,5,14,5,3
8,6,4,13,6,3
0,0,5,10,4,3
9,6,5,14,5,3
0,0,5,10,4,3
10,7,4,15,6,3
4,6,5,13,5,3
10,7,6,14,5,3
5,7,5,14,5,3
6,4,5,13,5,3
3,5,4,14,5,3
3,4,6,13,5,3
6,4,4,13,5,3
6,4,5,13,5,3
8,6,5,13,5,3
8,6,4,14,5,3
7,5,5,12,4,3
7,5,5,13,4,3
9,7,5,13,5,3
10,8,4,15,6,3
10,8,5,12,4,3
11,8,5,13,5,3
2,4,5,12,5,3
6,4,5,13,5,3
10,7,4,14,5,3
8,6,6,11,4,3
9,6,5,14,5,3
1,1,5,11,5,3
4,6,5,13,5,3
8,6,4,14,6,3
7,5,3,14,6,3
10,7,5,13,5,3
5,7,4,14,6,3
10,8,5,14,5,3
0,1,5,11,4,3
3,4,5,13,5,3
10,8,5,13,6,3
9,7,6,14,5,3
0,0,6,10,4,2
0,0,7,9,3,2
7,5,5,13,5,3
9,6,5,14,5,3
7,5,5,14,5,3
3,5,5,13,5,3
5,7,4,14,6,3
8,6,6,12,4,3
11,8,4,14,6,3
0,1,5,10,4,3
7,5,6,10,4,3
6,4,4,14,5,3
0,0,6,10,4,3
10,8,5,14,5,3
9,7,5,13,5,3
4,7,4,14,6,3
11,8,6,12,4,3
0,1,6,11,4,3
9,6,4,14,6,3
9,6,6,15,1,3
9,7,8,13,1,3
8,5,5,15,1,3
3,4,10,14,2,3
7,4,9,14,2,3
8,6,8,13,1,3
4,6,9,15,2,3
8,5,8,15,1,3
4,5,9,15,2,3
3,4,8,14,1,3
11,8,6,15,0,3
8,5,7,15,1,3
7,4,8,14,1,3
4,5,7,14,1,3
9,6,8,15,1,3
7,4,10,14,2,3
10,8,7,13,1,3
3,4,7,14,1,3
11,8,9,15,2,3
6,4,8,14,1,3
9,6,6,15,1,3
7,4,6,14,1,3
7,4,7,14,1,3
10,7,5,15,1,3
4,5,6,15,1,3
6,4,7,14,0,3
3,4,7,14,0,3
11,8,9,15,1,3
7,5,7,12,0,3
6,4,6,14,1,3
5,7,8,15,1,3
7,5,7,12,1,3
10,8,8,13,1,3
7,5,9,12,1,3
3,4,9,14,1,3
3,4,6,14,1,3
11,8,7,15,0,3
10,7,7,15,1,3
8,5,5,15,1,3
9,7,7,13,1,3
11,8,8,14,1,3
10,8,6,13,2,3
9,6,8,15,1,3
7,5,8,14,1,3
6,4,8,14,1,3
9,7,9,13,2,3
10,7,7,15,1,3
6,4,6,12,1,3
7,5,9,14,2,3
7,4,6,14,2,3
11,8,7,15,1,3
7,4,9,14,3,3
5,7,6,15,0,3
8,5,8,15,1,3
6,4,8,14,1,3
10,8,6,14,2,3
