100,25,19,66,29,47,94,2
84,65,10,100,0,91,59,9
92,8,38,50,26,33,91,0
82,4,28,43,39,25,96,14
100,37,20,86,51,54,92,12
92,27,0,66,43,41,100,8
84,18,46,49,9,28,100,4
100,27,7,70,37,53,84,0
99,28,7,75,69,31,100,22
82,8,28,46,54,34,82,12
100,35,6,75,0,75,88,10
100,31,26,71,1,68,90,0
100,57,0,93,31,82,71,2
90,71,0,100,30,90,49,24
100,16,30,60,56,39,92,15
74,0,42,35,39,26,90,14
83,47,12,100,31,62,99,1
100,31,4,76,26,61,92,0
100,25,34,68,11,53,85,0
83,14,11,55,29,52,100,0
96,18,4,63,47,50,100,0
100,24,36,62,50,29,91,16
100,35,13,88,11,66,100,0
100,44,0,82,10,90,80,12
100,26,20,69,25,52,84,0
99,22,15,66,43,44,100,9
100,38,0,78,12,83,78,7
88,57,0,100,16,84,76,2
100,44,0,90,21,77,73,8
100,37,17,82,9,70,77,0
100,38,0,80,29,79,96,15
64,0,68,24,81,3,100,29
90,75,0,100,25,89,40,21
100,36,1,81,17,63,100,0
100,56,0,96,31,77,72,12
79,0,37,38,25,21,77,15
100,34,0,76,27,67,82,3
100,25,34,63,23,41,96,5
95,16,12,55,25,14,86,19
91,15,44,52,31,37,91,1
90,20,11,56,43,29,95,8
90,20,47,53,32,29,100,6
100,29,10,71,30,52,94,0
76,4,60,36,46,24,99,12
100,60,8,98,0,92,73,12
100,27,19,64,22,36,99,7
100,27,14,75,60,34,82,21
100,41,15,82,19,63,77,0
82,63,0,100,15,89,79,8
100,31,0,81,62,56,90,15
100,48,0,90,11,78,82,6
100,45,0,88,27,73,84,12
92,21,12,62,23,52,100,0
100,49,17,95,7,74,69,0
71,2,38,33,70,6,100,27
100,29,16,67,0,65,97,2
94,35,6,81,13,70,100,0
99,68,0,100,25,100,57,20
64,0,72,26,37,18,100,8
100,36,0,78,30,71,83,8
97,68,0,100,7,99,54,8
86,18,48,51,47,9,100,17
100,30,16,76,18,66,91,0
100,15,37,57,62,28,98,22
86,10,9,53,14,40,86,0
100,35,8,79,4,70,88,0
100,30,4,87,32,57,86,0
100,61,0,97,11,87,80,10
100,29,0,78,46,63,88,24
87,61,14,100,0,76,90,3
96,4,24,51,27,30,100,6
91,13,32,53,44,35,94,6
100,50,1,93,16,73,68,0
100,22,25,64,17,50,96,0
100,27,33,65,58,29,96,17
89,15,40,51,51,28,100,16
90,8,27,51,49,33,100,10
83,51,0,100,38,75,99,6
82,6,26,45,30,30,88,7
100,25,30,65,37,39,92,6
100,34,0,79,45,59,98,13
100,55,0,94,21,81,73,12
100,45,14,89,0,73,89,4
90,0,47,37,82,10,87,36
97,17,8,65,35,42,97,8
100,25,19,64,74,20,95,21
85,9,47,44,42,32,100,12
100,29,14,75,23,58,100,0
94,49,17,100,18,71,86,0
98,21,35,59,59,29,100,12
100,45,0,90,47,80,89,20
87,25,23,65,56,24,100,19
100,32,6,80,30,54,71,4
81,9,46,42,38,29,100,10
100,37,5,80,11,71,83,0
82,8,26,47,31,37,100,0
100,54,12,93,27,90,51,0
100,30,12,75,26,54,65,0
93,68,0,100,5,100,56,5
100,55,0,100,13,79,92,6
100,49,0,95,36,86,96,23
79,14,47,43,32,30,100,9
83,51,27,100,1,80,92,0
100,53,4,100,31,69,92,0
87,19,19,65,40,41,100,6
86,61,13,100,15,80,80,0
99,27,10,72,32,57,89,0
91,19,39,53,40,22,100,13
78,7,46,38,63,3,100,23
98,39,0,87,18,69,100,8
100,54,0,92,5,89,65,2
100,40,14,78,23,69,72,0
100,23,31,61,75,16,72,25
100,39,10,84,19,71,78,0
99,23,8,65,42,44,96,10
100,35,9,84,23,66,97,0
80,13,15,50,16,23,100,9
100,27,39,76,12,67,78,0
100,43,27,81,0,78,51,8
100,35,3,79,7,67,88,0
90,62,3,100,15,76,67,0
98,28,7,72,10,40,100,1
100,17,33,58,63,22,99,25
100,30,24,73,14,65,81,0
79,3,44,39,38,33,100,4
100,50,0,87,25,93,72,15
100,30,6,76,29,51,74,1
100,26,6,70,40,55,94,0
86,14,48,46,53,23,91,19
100,41,9,88,6,72,90,0
100,21,30,67,57,37,91,22
82,6,26,44,32,30,100,6
100,41,0,82,32,79,92,21
92,11,27,53,24,31,84,6
93,20,25,60,31,42,100,0
100,24,21,64,42,39,99,8
82,13,37,45,40,20,100,16
91,30,0,82,38,62,100,12
93,27,15,70,17,59,100,0
80,5,42,42,15,41,100,0
100,53,0,92,17,86,72,16
99,24,26,64,20,48,86,0
100,58,0,99,15,79,78,6
80,74,0,100,45,85,67,19
100,23,10,67,47,46,98,5
100,30,13,75,12,66,87,0
61,0,79,21,88,0,95,43
100,0,27,51,46,30,94,16
82,0,44,36,56,18,97,16
100,26,26,68,17,47,83,2
100,24,0,74,52,55,95,8
100,42,0,85,27,79,87,18
77,48,8,100,33,62,83,1
82,0,42,38,51,24,99,17
100,22,18,69,54,40,98,14
100,34,6,75,5,67,75,0
100,28,2,73,27,60,92,0
100,30,13,74,26,63,92,0
100,22,17,66,42,44,94,1
65,0,71,26,79,7,100,28
56,0,68,16,97,0,95,48
90,62,0,100,24,89,77,18
74,7,65,34,55,16,100,21
87,14,17,53,35,38,100,5
100,35,9,81,56,50,88,10
100,43,12,89,21,69,77,0
100,54,0,94,29,85,74,9
81,4,21,46,32,32,100,7
100,30,13,69,7,61,96,0
79,0,54,33,52,20,84,19
100,56,0,97,16,86,80,9
92,25,19,70,34,45,100,2
99,26,7,71,20,58,100,0
99,24,39,62,15,37,100,1
100,21,5,70,49,46,99,5
93,58,0,100,4,82,94,7
75,71,7,100,19,79,75,0
100,54,21,97,3,77,69,0
75,62,0,100,36,76,73,12
100,30,25,70,14,62,76,0
97,30,2,77,33,54,100,0
100,59,0,96,2,89,37,8
92,15,28,54,41,33,100,9
100,24,25,64,48,35,99,17
100,42,3,91,30,66,96,0
100,25,0,77,63,42,97,19
100,29,26,70,9,62,93,0
90,61,14,100,4,84,76,0
94,19,36,56,49,30,100,13
71,0,65,24,62,19,96,24
85,9,43,43,59,21,87,23
100,26,17,73,20,69,75,0
98,14,24,58,75,19,100,30
76,0,48,33,44,28,86,14
100,56,0,95,32,83,68,20
100,25,13,67,35,42,91,4
99,56,7,100,14,87,81,0
100,43,21,99,31,64,90,0
93,25,27,63,18,58,84,0
65,69,13,100,25,83,76,0
100,34,19,80,45,46,78,6
100,63,0,97,8,89,66,17
100,50,17,82,0,86,58,18
79,15,69,45,48,18,91,20
86,19,8,59,29,41,100,8
100,32,18,72,58,33,89,15
88,17,0,56,40,43,100,9
100,29,4,70,48,44,97,13
100,31,19,72,9,63,85,0
68,67,29,100,13,92,76,0
92,15,18,56,51,34,97,10
100,49,0,90,2,74,86,4
100,25,15,68,21,50,99,0
100,34,12,78,23,51,77,0
100,30,13,73,26,67,73,0
85,13,37,49,32,35,95,1
89,19,15,59,36,40,100,5
92,10,46,50,26,35,89,0
71,6,59,36,38,27,92,11
48,0,78,13,68,1,100,29
100,24,19,70,46,45,93,9
100,25,32,69,14,58,79,0
94,16,24,57,30,33,97,12
100,41,22,90,30,70,86,0
100,40,0,89,35,62,89,3
94,17,26,60,50,36,100,10
90,15,26,61,34,40,100,0
100,24,16,69,39,40,79,8
100,30,24,76,36,56,52,0
100,29,21,70,34,49,86,6
100,6,22,56,62,30,91,17
100,28,6,73,26,53,99,0
90,10,53,44,34,32,100,2
78,0,44,30,65,15,84,31
81,75,1,100,18,89,68,0
93,19,30,60,12,49,100,0
80,0,32,37,55,18,89,23
100,34,9,83,29,57,82,0
100,44,1,84,21,72,71,0
100,39,0,83,21,75,85,1
100,61,0,96,34,83,86,22
100,25,44,67,10,58,75,0
100,37,12,80,4,74,77,0
100,36,0,85,15,64,95,7
76,48,1,100,24,71,91,0
60,0,63,24,62,2,100,22
100,38,0,85,13,67,76,1
100,54,0,90,1,79,63,3
87,56,1,100,22,74,73,0
60,0,76,24,48,12,100,15
100,43,0,91,27,70,88,2
100,17,0,65,57,39,94,18
100,47,2,95,17,74,56,0
80,60,7,100,34,83,82,0
58,0,66,14,100,0,81,56
77,8,52,41,27,33,100,0
95,28,11,71,8,58,96,0
100,27,0,72,25,48,93,5
88,5,16,47,85,13,100,23
72,2,66,31,51,20,100,18
90,22,23,66,49,36,100,16
100,37,20,83,11,68,78,0
70,0,67,29,62,25,83,21
100,55,9,95,0,77,58,0
100,31,16,75,10,65,89,0
100,21,32,63,54,38,89,17
86,11,33,54,16,53,100,0
79,7,36,42,37,26,100,11
98,25,13,69,48,43,100,12
100,22,21,66,44,46,94,6
92,62,0,100,20,95,71,6
100,23,23,67,32,51,85,0
72,6,49,38,49,18,91,14
73,10,60,40,28,35,83,5
67,0,51,26,78,2,100,29
91,20,39,54,43,13,100,15
99,31,0,85,37,58,100,1
100,20,35,62,49,39,83,11
74,0,61,28,59,15,100,19
94,64,0,100,16,87,69,8
99,58,10,100,5,81,73,0
100,27,15,71,40,45,90,0
90,8,50,47,61,15,100,18
100,50,3,98,17,84,98,0
66,0,51,25,86,9,100,34
89,22,11,66,41,39,100,5
95,62,0,100,29,90,67,7
99,42,0,93,51,63,100,17
100,44,0,99,40,62,81,5
100,54,7,88,4,99,58,0
100,56,0,93,49,78,74,14
100,37,0,83,17,66,97,3
100,36,0,79,26,72,89,13
73,0,57,32,68,22,89,20
100,38,0,81,39,74,84,17
99,20,0,71,25,51,100,2
90,17,17,59,38,40,100,1
100,16,29,58,50,25,99,21
100,28,18,70,30,55,90,0
100,18,26,62,23,44,79,0
100,29,26,77,48,43,87,13
97,17,21,58,55,29,100,9
98,38,0,81,29,78,100,18
88,72,0,100,9,95,45,30
100,46,16,85,6,74,59,0
100,39,5,84,39,67,77,0
84,55,23,100,13,86,74,0
100,53,12,95,1,84,66,0
67,1,77,31,65,6,92,19
92,19,28,64,0,58,100,1
97,19,22,62,72,26,100,25
100,30,23,78,21,60,97,0
100,46,5,97,9,75,97,0
94,15,40,58,7,56,98,0
61,0,64,20,58,11,100,18
100,25,21,68,31,51,87,0
73,8,43,39,42,2,100,18
100,46,19,85,0,77,64,2
100,37,0,85,36,66,95,10
94,18,31,57,26,36,88,9
87,0,48,36,73,16,94,26
100,26,15,71,21,56,81,0
100,24,5,67,35,49,84,0
100,48,0,94,35,71,92,12
100,56,0,95,26,87,86,20
86,38,5,85,32,60,100,0
100,18,24,61,72,22,97,23
100,28,1,76,43,60,75,0
78,67,3,100,16,80,68,0
73,61,10,100,25,79,90,0
100,27,18,73,39,46,93,0
89,5,44,52,21,58,78,0
100,41,8,85,0,78,94,9
100,34,5,81,36,61,97,0
95,20,33,58,31,34,100,2
100,48,0,89,32,73,74,8
91,33,18,80,29,59,100,0
97,40,0,88,52,72,100,21
66,0,48,29,26,25,100,3
100,38,2,80,19,64,78,0
89,19,21,55,50,24,100,9
100,40,14,83,8,74,72,0
95,25,21,65,44,35,100,15
91,64,0,100,26,97,64,22
87,5,34,45,58,18,100,17
82,0,34,38,32,22,100,12
100,45,5,93,40,65,82,0
86,14,33,50,19,33,82,2
93,16,28,56,56,28,100,17
100,39,0,85,41,70,91,15
100,51,7,89,0,85,67,8
88,70,0,100,26,92,91,19
100,26,21,69,38,40,64,8
77,2,42,39,35,36,93,2
100,35,25,80,25,65,72,0
71,0,57,28,35,21,83,18
98,22,23,62,70,25,100,25
86,8,37,45,65,22,100,22
100,50,0,92,27,81,73,15
100,26,12,73,22,43,98,2
81,2,52,40,73,20,90,24
58,0,79,23,61,10,100,21
98,48,12,95,0,75,100,3
97,14,37,56,38,36,100,1
79,10,45,42,51,19,100,17
100,32,7,76,42,45,81,7
100,26,8,69,40,44,100,3
100,44,16,89,15,64,85,0
100,28,18,74,66,45,88,16
100,21,15,66,32,46,64,0
93,17,33,55,27,39,99,2
100,34,0,79,44,55,79,19
100,30,11,72,27,58,97,0
93,19,55,53,23,37,96,0
100,25,4,70,40,35,98,17
100,29,31,66,48,37,86,16
77,61,1,100,26,74,79,0
97,21,0,68,46,53,100,4
96,20,25,59,21,32,100,4
100,55,9,96,14,84,73,0
100,47,0,92,14,78,63,1
100,37,16,88,39,71,100,0
53,0,78,15,86,0,100,56
100,56,1,95,9,74,77,0
90,4,32,47,56,28,100,11
100,12,20,58,61,25,95,20
71,64,22,100,3,84,77,0
100,25,25,65,30,50,96,0
90,31,11,78,44,50,100,8
89,24,30,59,28,32,100,4
95,11,38,50,71,15,95,25
77,13,29,45,38,26,100,10
100,11,42,58,28,47,96,0
97,20,36,59,27,38,96,0
79,5,28,43,38,33,100,11
85,57,7,100,15,74,89,0
99,28,1,72,30,49,100,0
82,6,45,43,70,11,100,21
86,16,20,52,21,29,100,0
81,0,39,35,59,21,86,26
100,60,7,99,26,72,64,0
100,30,14,70,5,61,91,0
88,0,43,38,85,10,84,39
100,28,16,73,13,54,83,0
95,43,7,94,8,72,100,0
84,11,49,44,42,24,96,17
100,37,14,83,20,68,81,0
92,22,44,55,31,28,100,12
80,14,17,53,46,35,100,11
100,24,23,70,36,48,82,0
100,47,2,84,11,89,70,0
97,24,5,68,30,63,89,0
88,10,44,48,61,15,100,16
100,55,0,99,19,75,90,4
100,35,0,80,24,74,95,3
100,27,12,67,34,41,84,9
100,34,15,87,13,67,100,0
100,49,18,93,0,73,63,7
67,59,11,100,25,76,93,0
100,22,21,67,43,43,91,9
74,66,26,100,26,81,67,0
95,58,0,100,5,83,87,5
97,55,9,100,8,70,87,0
97,65,0,100,9,91,67,16
100,29,32,74,23,60,73,0
98,45,0,90,50,84,100,20
96,20,31,60,56,34,100,17
98,22,24,60,48,29,98,16
100,23,23,64,87,18,95,28
91,59,11,100,16,74,78,0
94,60,0,100,25,75,79,5
100,53,13,98,6,78,91,0
100,43,0,84,18,83,84,15
80,66,15,100,0,88,82,8
100,26,23,70,19,55,91,0
87,11,9,49,53,9,100,21
100,27,20,71,32,42,91,11
98,25,20,71,31,43,100,0
100,38,14,78,13,67,71,0
100,38,0,80,33,78,89,19
100,35,18,81,64,37,93,25
91,16,28,56,23,44,100,0
100,27,2,76,50,49,98,10
100,29,3,72,31,64,89,0
95,57,0,100,28,83,92,12
100,54,17,92,0,78,59,3
82,6,28,44,51,31,100,10
100,26,0,76,53,50,87,14
87,19,47,51,54,15,96,23
100,31,7,73,12,60,95,0
94,32,11,75,24,57,100,0
97,21,28,60,60,28,100,13
100,21,24,63,28,28,97,20
100,30,5,84,41,57,90,0
100,57,0,91,12,93,67,14
99,60,0,100,16,77,67,0
100,35,3,79,1,65,76,0
96,18,27,58,37,35,100,10
85,66,0,100,13,81,57,3
100,56,0,99,7,82,72,1
100,68,0,100,12,99,54,21
100,41,10,89,22,70,95,0
100,23,26,63,70,28,96,20
100,44,13,94,27,70,86,0
100,50,0,91,15,89,76,5
97,21,26,60,69,25,100,21
96,22,20,62,52,41,85,10
100,24,39,67,22,46,89,0
91,18,36,59,2,53,100,0
81,9,42,44,49,25,94,10
78,0,38,37,43,29,95,12
100,27,27,67,14,54,73,0
100,24,15,69,51,35,88,14
77,0,36,38,34,32,100,0
83,12,62,46,34,34,93,7
78,71,10,100,3,90,77,2
100,44,0,90,51,79,99,28
100,32,14,80,17,64,94,0
100,59,10,95,0,93,71,1
100,32,10,79,31,61,93,0
100,63,0,99,14,85,61,12
100,29,15,72,36,40,98,8
100,38,1,81,8,61,87,0
85,60,10,100,20,84,67,0
92,16,38,57,15,47,100,0
100,33,0,72,19,60,86,9
71,5,43,37,79,11,86,27
100,52,3,95,10,75,73,0
100,49,0,93,40,85,88,23
97,22,16,61,59,32,100,17
80,7,40,42,42,30,100,8
88,17,30,53,21,35,83,0
100,34,5,76,3,64,88,0
86,25,7,65,24,41,100,5
100,32,0,76,37,60,90,5
100,30,0,72,13,62,99,0
99,33,8,82,50,49,100,5
100,20,50,59,33,39,96,6
100,54,13,93,0,89,75,14
100,35,5,76,7,76,59,0
100,29,8,76,12,59,62,0
74,58,13,100,26,69,89,0
100,30,3,76,16,62,90,0
95,45,0,93,45,73,100,23
100,22,17,66,68,36,92,22
98,65,0,100,20,99,62,15
97,17,43,55,41,33,100,11
100,52,0,86,22,89,62,16
100,22,34,67,15,51,100,0
100,34,4,80,42,55,87,3
100,41,6,87,26,77,68,0
66,0,62,27,60,14,100,19
100,42,0,81,26,80,66,13
90,22,11,60,53,30,100,15
96,18,13,60,81,18,100,22
96,21,16,60,59,31,100,12
100,58,0,95,17,92,69,0
100,40,0,90,18,65,95,6
63,0,69,22,93,0,95,40
96,54,11,100,20,73,73,0
97,65,0,100,5,93,70,8
100,20,29,61,66,24,98,24
100,19,6,66,31,52,70,0
87,11,11,53,35,41,100,9
98,26,18,66,17,51,89,0
85,6,24,47,25,29,100,9
69,0,41,31,49,17,100,20
77,10,51,41,52,3,100,16
100,36,0,80,25,64,94,0
95,65,15,100,29,83,50,0
81,8,29,46,32,31,87,12
73,0,45,28,32,15,89,14
100,46,0,86,17,84,74,20
78,1,30,39,40,30,100,12
99,47,10,100,22,76,99,0
75,10,21,48,30,36,100,3
85,27,0,67,38,65,100,20
92,66,0,100,15,96,70,20
84,1,36,40,68,17,96,20
100,34,6,86,26,62,93,0
89,15,20,56,25,39,88,8
94,22,8,63,17,53,100,0
99,24,40,62,18,41,95,0
100,32,12,72,23,68,76,0
100,28,6,68,15,48,95,0
100,27,24,73,20,59,100,0
100,48,0,91,41,86,100,25
86,55,10,100,10,70,97,0
91,0,32,45,60,23,100,18
100,29,0,70,35,58,77,6
85,16,30,53,23,42,95,0
100,26,5,70,39,49,96,4
100,40,7,80,6,76,78,0
88,68,0,100,16,81,74,0
100,35,0,80,38,66,87,11
100,45,0,87,25,88,92,30
100,30,29,74,21,61,69,0
100,57,0,98,16,94,92,11
95,21,15,64,30,57,95,0
100,29,0,72,23,64,93,1
100,32,5,74,24,70,77,0
84,18,3,57,40,40,100,5
89,17,42,51,44,29,100,14
100,27,0,69,50,46,100,15
100,32,7,75,19,63,91,0
80,9,44,41,56,13,100,19
79,57,2,100,23,74,90,0
100,66,0,98,42,93,67,16
100,54,0,94,26,89,83,18
85,6,28,46,33,30,100,0
100,28,18,74,3,60,95,0
100,69,0,99,28,85,63,25
100,54,8,100,20,77,77,0
100,34,20,86,4,70,70,0
98,24,0,66,47,47,85,18
89,7,33,46,75,13,100,26
100,24,21,76,40,44,99,0
82,0,46,38,67,14,100,19
93,63,0,100,18,96,59,9
73,67,0,100,18,87,90,11
91,72,0,100,17,95,63,6
99,23,0,67,34,49,89,3
100,51,8,93,20,78,71,0
100,11,17,56,42,24,93,19
100,34,6,76,33,52,86,0
95,57,10,100,27,65,83,0
95,24,19,66,10,60,100,0
100,53,19,96,29,70,80,0
100,40,12,90,29,68,97,0
100,28,20,67,15,52,84,0
100,36,7,76,25,68,76,0
78,0,63,30,62,7,100,25
65,0,79,27,78,5,99,21
78,3,54,36,56,23,97,15
100,35,23,89,23,58,97,0
95,17,27,60,26,47,94,0
60,0,79,27,52,12,100,12
100,30,18,72,10,51,98,0
98,63,0,100,14,81,72,5
86,11,39,48,24,43,96,0
63,0,92,21,98,0,89,53
88,62,11,100,20,83,57,0
70,0,73,27,79,0,98,30
63,0,76,25,79,9,100,27
100,36,19,84,54,50,98,17
89,29,0,69,44,63,100,20
73,0,68,31,75,0,100,31
95,42,4,92,33,62,100,2
100,61,0,98,21,79,65,9
100,30,0,71,19,62,90,2
52,0,88,12,77,3,96,27
99,20,31,62,73,22,100,24
100,35,13,85,16,68,86,0
73,4,69,34,57,19,93,18
93,16,51,53,27,38,94,1
88,4,40,43,62,23,81,22
100,49,6,88,21,77,66,0
93,16,25,57,25,41,100,1
83,12,36,47,59,24,93,14
65,0,92,29,70,12,97,16
90,35,0,85,31,60,100,2
98,20,37,60,31,40,94,0
100,53,0,97,24,77,84,2
100,44,13,81,27,60,69,0
100,29,35,70,19,50,86,0
52,0,86,14,70,0,96,26
100,35,14,82,35,51,83,0
100,62,0,97,9,78,56,6
92,13,0,56,46,23,100,28
87,31,22,80,41,50,100,3
47,0,89,6,93,0,84,52
68,0,67,26,67,4,100,25
98,22,15,68,32,56,100,0
100,44,13,86,15,69,75,0
100,44,14,89,24,61,84,0
75,3,61,34,35,2,93,23
100,32,21,77,18,68,67,0
99,31,0,77,22,60,100,1
97,18,10,66,35,52,100,0
93,14,32,53,45,36,97,9
88,66,0,100,32,91,90,21
59,0,89,23,78,6,100,20
99,20,39,59,46,32,100,10
85,9,23,51,35,41,100,2
100,43,0,85,34,84,92,16
100,34,0,73,12,68,88,4
100,38,0,84,20,69,88,1
60,0,79,21,62,12,100,14
75,25,13,67,26,50,100,0
100,43,5,89,14,71,86,0
100,45,0,94,44,68,95,23
100,16,24,63,34,45,91,0
100,25,20,68,26,58,95,0
100,31,5,72,13,67,88,0
83,81,0,100,35,87,84,24
98,18,23,59,46,29,100,18
100,12,27,56,50,25,98,22
100,40,29,80,19,52,81,0
100,33,16,77,31,61,89,0
100,35,0,79,23,68,93,5
85,11,14,48,61,15,100,23
63,0,77,27,67,12,100,22
86,11,46,47,44,30,99,11
100,24,29,67,15,57,98,0
81,7,33,43,62,21,93,16
94,20,29,58,29,36,99,8
100,27,5,73,48,49,97,9
100,32,15,79,28,55,95,0
92,12,41,50,35,34,98,6
90,70,0,100,11,85,55,13
88,78,0,100,19,92,59,22
97,62,0,100,19,86,85,20
56,0,88,15,71,8,76,34
84,50,8,100,24,83,76,0
95,16,39,55,40,35,100,11
56,0,88,19,97,0,76,57
100,35,0,76,14,73,85,0
99,64,0,100,19,85,64,10
100,29,24,67,34,47,75,0
100,36,0,79,31,68,81,1
60,0,70,15,67,9,100,26
86,12,62,46,67,15,93,26
100,61,0,100,14,84,78,7
100,44,9,83,24,66,73,0
100,30,4,73,26,61,88,0
100,51,0,92,22,77,88,15
100,47,7,88,11,71,82,0
64,0,79,29,45,19,100,4
96,25,1,64,22,40,100,0
83,10,58,42,58,14,100,19
100,42,0,93,34,72,91,8
57,0,86,20,64,10,100,15
100,39,23,80,12,74,77,0
60,0,79,20,74,2,92,30
100,27,35,64,11,41,90,1
96,16,48,54,52,33,89,15
100,44,0,83,13,75,72,1
96,14,36,53,61,26,98,20
87,18,49,52,53,26,86,14
59,0,87,18,78,3,100,26
92,10,21,54,38,32,100,7
97,32,0,73,10,60,100,0
100,53,14,92,2,73,60,0
100,38,0,84,42,66,99,10
86,5,57,42,68,19,100,23
95,29,24,66,45,31,100,10
96,57,0,100,20,78,95,10
97,44,10,94,58,62,100,11
100,41,0,87,27,66,93,7
99,31,17,79,23,58,100,0
92,6,29,49,58,32,100,15
100,36,5,84,23,61,97,0
100,41,0,79,32,70,58,21
86,73,0,100,19,83,69,14
86,12,51,46,47,27,79,16
84,49,13,100,38,70,99,0
100,52,0,98,27,82,94,15
100,46,14,93,3,67,96,0
78,4,35,38,58,18,100,17
100,36,5,80,11,72,94,0
99,22,32,61,56,33,99,18
89,50,11,100,33,69,88,0
100,35,28,81,49,56,92,8
100,41,16,79,12,74,60,0
98,57,28,100,19,77,81,0
82,52,6,100,40,71,94,0
100,14,25,59,26,32,98,14
100,37,7,78,16,77,75,0
100,40,0,86,32,72,88,11
92,20,21,57,27,45,100,0
100,12,26,55,61,22,97,21
100,29,9,71,27,53,96,0
98,9,11,55,16,27,98,10
100,52,0,99,16,76,74,0
74,58,12,100,24,79,80,0
85,11,23,51,31,37,100,0
100,52,15,93,15,71,58,0
100,24,23,70,39,41,90,4
100,28,12,69,26,54,88,0
85,8,46,42,77,11,100,30
100,43,28,83,40,61,70,1
95,46,14,100,40,51,97,2
100,13,5,59,42,26,97,27
65,69,9,100,22,87,80,0
100,36,39,79,30,66,85,0
100,38,0,84,20,63,93,1
99,23,31,62,31,35,100,1
100,43,21,83,4,61,67,0
93,12,33,54,30,41,100,0
100,31,16,71,20,63,88,0
92,18,21,57,52,23,100,18
100,46,0,92,43,72,89,15
60,0,85,23,65,11,100,18
53,0,91,18,91,0,100,28
54,0,84,15,84,0,88,39
100,23,41,60,41,33,90,11
100,30,23,77,50,50,82,8
90,33,0,77,38,63,100,15
94,60,3,100,11,77,80,0
100,21,3,65,45,29,96,23
100,41,4,83,18,70,82,0
100,29,4,77,19,64,92,0
85,9,55,44,47,25,82,17
87,9,5,53,34,27,100,17
56,0,75,15,80,0,70,57
90,10,32,52,25,43,100,0
100,31,18,82,41,48,96,6
100,45,21,92,0,67,93,2
95,12,54,49,63,14,100,18
100,11,9,65,37,42,93,2
92,57,0,100,29,86,85,8
97,18,37,58,35,37,100,7
97,11,34,53,43,24,100,16
100,44,0,88,36,63,88,6
100,29,15,72,54,50,92,11
100,36,12,83,35,48,57,0
100,57,17,96,0,78,46,3
80,10,55,43,35,24,100,8
100,29,12,76,23,66,88,0
100,21,9,65,26,45,89,7
100,34,0,76,16,72,89,1
99,15,27,58,36,35,92,7
94,18,16,60,52,34,100,20
