28,100,86,92,54,20,0,63,86,100
54,92,66,100,41,0,3,67,100,87
92,84,49,100,28,46,0,64,100,69
58,100,70,84,53,7,2,51,100,98
56,99,75,100,31,7,0,80,100,80
73,82,46,82,34,28,0,67,100,83
50,100,75,88,75,6,33,48,87,100
61,100,71,90,68,26,20,54,99,100
15,100,93,71,82,0,32,36,66,100
32,90,100,49,90,0,60,9,75,100
76,100,60,92,39,30,0,68,100,86
82,74,35,90,26,42,0,75,100,75
20,83,100,99,62,12,0,59,76,100
50,100,76,92,61,4,10,49,95,100
73,100,68,85,53,34,12,46,100,88
61,83,55,100,52,11,11,66,100,98
59,96,63,100,50,4,5,75,100,100
89,100,62,91,29,36,0,70,100,76
34,100,88,100,66,13,22,68,78,100
24,100,82,80,90,0,38,37,72,100
66,100,69,84,52,20,8,62,100,92
66,99,66,100,44,15,0,64,100,90
43,100,78,78,83,0,33,36,85,100
9,88,100,76,84,0,16,44,75,100
41,100,90,73,77,0,36,40,82,100
47,100,82,77,70,17,29,30,84,100
38,100,80,96,79,0,33,53,82,100
100,64,24,100,3,68,0,89,94,51
30,90,100,40,89,0,60,0,71,100
51,100,81,100,63,1,12,56,100,100
43,100,96,72,77,0,35,35,89,100
85,79,38,77,21,37,0,82,100,73
51,100,76,82,67,0,13,47,96,100
81,100,63,96,41,34,0,56,100,83
78,95,55,86,14,12,0,83,100,71
86,91,52,91,37,44,0,62,100,80
71,90,56,95,29,11,0,69,100,83
93,90,53,100,29,47,0,65,100,70
60,100,71,94,52,10,4,58,100,94
94,76,36,99,24,60,0,70,100,70
29,100,98,73,92,8,49,26,73,100
76,100,64,99,36,19,0,64,100,83
54,100,75,82,34,14,0,74,100,82
58,100,82,77,63,15,13,37,100,97
21,82,100,79,89,0,37,36,73,100
42,100,81,90,56,0,10,77,93,100
32,100,90,82,78,0,28,41,80,100
40,100,88,84,73,0,18,42,93,100
53,92,62,100,52,12,5,65,95,100
45,100,95,69,74,17,36,25,85,100
93,71,33,100,6,38,0,75,100,63
66,100,67,97,65,16,19,58,98,100
41,94,81,100,70,6,25,54,86,100
14,99,100,57,100,0,62,21,61,95
100,64,26,100,18,72,0,78,91,59
39,100,78,83,71,0,19,43,87,100
12,97,100,54,99,0,56,14,63,100
100,86,51,100,9,48,0,68,97,71
52,100,76,91,66,16,22,48,91,100
86,100,57,98,28,37,0,72,100,77
62,86,53,86,40,9,1,75,100,94
53,100,79,88,70,8,25,43,94,100
50,100,87,86,57,4,10,61,97,100
26,100,97,80,87,0,46,25,69,100
45,100,78,88,63,0,19,61,86,100
25,87,100,90,76,14,31,41,70,100
74,96,51,100,30,24,0,95,100,79
76,91,53,94,35,32,0,74,100,78
32,100,93,68,73,1,26,40,82,100
71,100,64,96,50,25,6,63,100,95
83,100,65,96,29,33,0,64,100,75
83,89,51,100,28,40,0,73,100,70
74,90,51,100,33,27,0,79,100,82
14,83,100,99,75,0,14,52,73,100
74,82,45,88,30,26,0,77,100,82
75,100,65,92,39,30,0,59,100,78
28,100,79,98,59,0,13,71,81,100
37,100,94,73,81,0,40,31,82,100
25,100,89,89,73,14,21,47,78,100
93,90,37,87,10,47,0,100,100,62
60,97,65,97,42,8,0,76,100,91
78,100,64,95,20,19,0,75,100,75
88,85,44,100,32,47,0,68,100,76
56,100,75,100,58,14,8,58,100,99
29,94,100,86,71,17,22,62,78,100
91,98,59,100,29,35,0,74,100,81
32,100,90,89,80,0,36,55,77,100
70,87,65,100,24,23,0,76,100,74
45,100,80,71,54,6,0,60,97,100
88,81,42,100,29,46,0,69,100,71
41,100,80,83,71,5,21,38,87,100
70,82,47,100,37,26,4,80,100,81
27,100,93,51,90,12,43,22,75,100
59,100,75,65,54,12,4,46,100,95
8,93,100,56,100,0,56,16,59,97
34,100,100,92,79,0,34,38,79,100
31,100,95,96,86,0,42,54,76,100
87,79,43,100,30,47,0,63,100,70
24,83,100,92,80,27,26,49,74,100
21,100,100,92,69,4,18,52,72,100
60,87,65,100,41,19,0,66,100,81
24,86,100,80,80,13,35,32,71,100
61,99,72,89,57,10,16,68,100,97
92,91,53,100,22,39,0,69,100,73
99,78,38,100,3,46,0,77,100,61
45,98,87,100,69,0,24,53,91,100
23,100,92,65,89,0,41,25,70,100
49,100,78,72,69,14,16,35,93,100
88,100,61,72,16,31,0,76,100,70
49,100,84,78,71,10,25,36,90,100
64,99,65,96,44,8,0,64,100,92
53,100,84,97,66,9,20,53,98,100
70,80,50,100,23,15,0,74,100,77
63,100,76,78,67,39,30,31,96,100
61,100,81,51,78,27,40,20,95,100
49,100,79,88,67,3,19,42,93,100
37,90,100,67,76,3,32,24,86,100
59,98,72,100,40,7,0,66,100,84
79,100,58,99,22,33,0,77,100,73
65,100,73,81,65,24,19,40,100,99
85,79,39,100,33,44,0,73,100,78
28,100,87,72,93,0,47,31,73,100
55,100,76,74,51,6,0,49,100,93
62,100,70,94,55,6,5,66,100,98
90,86,46,91,23,48,0,73,100,67
37,100,88,90,72,9,21,45,86,100
69,100,67,91,37,30,0,70,100,81
76,82,44,100,30,26,0,77,100,81
33,100,82,92,79,0,32,49,81,100
77,92,53,84,31,27,0,80,100,79
73,93,60,100,42,25,2,67,100,86
74,100,64,99,39,21,0,69,100,85
88,82,45,100,20,37,0,70,100,70
39,91,82,100,62,0,19,67,83,100
51,93,70,100,59,15,12,60,95,100
80,80,42,100,41,42,6,68,100,80
31,100,92,72,86,0,40,36,79,100
74,99,64,86,48,26,4,53,100,89
34,100,99,78,79,0,34,33,81,100
28,80,100,67,85,0,48,31,69,100
60,100,67,98,46,10,0,67,100,95
49,100,75,87,66,13,20,44,89,100
100,61,21,95,0,79,8,99,88,40
80,100,51,94,30,27,0,98,100,87
91,82,36,97,18,44,0,100,100,67
71,100,68,83,47,26,0,54,100,90
51,100,74,95,55,0,10,73,96,100
32,100,85,87,79,0,33,44,82,100
16,77,100,83,62,8,0,71,73,100
87,82,38,99,24,42,0,86,100,73
64,100,69,98,40,18,0,71,100,86
47,100,75,75,67,6,16,46,92,100
53,100,73,92,60,2,15,66,96,100
61,100,74,92,63,13,13,54,100,99
64,100,66,94,44,17,0,70,100,92
100,65,26,100,7,71,0,87,99,57
100,56,16,95,0,68,13,100,91,41
31,90,100,77,89,0,46,34,78,100
100,74,34,100,16,65,0,73,91,58
68,87,53,100,38,17,0,67,100,88
52,100,81,88,50,9,0,61,100,91
44,100,89,77,69,12,29,35,85,100
29,100,94,74,85,0,39,33,74,100
70,81,46,100,32,21,0,79,100,82
59,100,69,96,61,13,13,61,98,100
96,79,33,84,20,54,0,94,100,66
32,100,97,80,86,0,40,35,80,100
57,92,70,100,45,19,0,61,100,88
56,99,71,100,58,7,10,61,98,100
80,99,62,100,37,39,0,55,100,74
55,100,70,99,46,5,0,74,100,98
25,93,100,94,82,0,35,42,73,100
7,75,100,75,79,7,31,37,57,100
41,100,97,69,77,21,37,18,80,100
15,75,100,73,76,0,25,51,63,100
70,100,70,76,62,25,16,35,100,95
35,97,77,100,54,2,6,72,88,100
23,100,96,37,89,0,42,25,73,100
79,92,54,100,33,28,0,70,100,88
78,100,64,99,35,25,0,66,100,82
28,100,91,96,66,3,7,50,86,100
46,100,77,97,42,0,4,90,100,95
64,100,70,93,62,26,12,54,100,99
25,90,100,76,84,14,34,33,72,100
83,94,56,100,30,36,0,69,100,74
100,71,24,96,19,65,0,99,97,61
87,85,43,87,21,43,0,74,100,68
56,100,73,75,69,17,29,45,90,100
70,98,58,100,19,24,0,81,100,72
85,76,33,86,28,48,0,77,100,70
36,100,95,68,83,0,42,36,80,100
63,100,67,91,42,13,0,68,100,89
20,99,100,81,87,7,34,41,70,100
58,100,99,90,64,21,17,50,100,96
73,93,63,84,58,27,14,49,100,92
3,65,100,76,83,13,20,47,49,100
63,100,80,78,46,19,0,48,100,83
25,100,97,66,89,0,49,27,75,100
45,100,82,58,86,17,49,26,86,100
100,79,45,91,18,69,0,60,90,66
60,86,59,100,41,8,0,62,100,87
67,100,72,89,33,18,0,70,100,79
61,88,56,100,43,0,0,66,100,100
60,100,70,97,44,4,0,62,100,89
65,100,72,85,63,19,16,45,100,95
18,68,100,76,92,29,40,33,63,100
71,92,56,97,34,18,0,75,100,84
35,100,90,86,74,0,31,37,80,100
64,100,68,99,50,15,3,60,100,94
60,100,78,77,51,12,0,46,100,87
48,100,73,73,67,13,18,48,87,100
81,85,49,95,35,37,0,65,100,79
65,89,59,100,40,15,0,66,100,85
86,92,50,89,35,46,1,74,100,80
88,71,36,92,27,59,0,62,100,75
100,48,13,100,1,78,0,90,77,38
60,100,70,93,45,19,0,63,100,90
71,100,69,79,58,32,18,46,100,92
74,94,57,97,33,24,0,71,100,84
37,100,90,86,70,22,23,42,82,100
27,100,89,89,62,0,8,61,82,100
68,94,60,100,36,26,0,73,100,83
66,90,61,100,40,26,1,70,100,80
62,100,69,79,40,16,0,71,100,87
58,100,76,52,56,24,6,50,100,97
66,100,70,86,49,21,0,50,100,89
70,100,56,91,30,22,0,92,100,82
58,100,73,99,53,6,6,61,100,95
89,90,44,100,32,53,0,82,100,70
89,78,30,84,15,44,0,100,100,62
11,81,100,68,89,1,44,21,58,100
72,93,60,100,49,30,11,62,100,88
83,80,37,89,18,32,0,90,100,73
55,100,83,82,57,9,10,49,100,95
47,100,84,71,72,1,22,33,93,100
31,100,83,85,75,0,23,41,78,100
22,100,96,86,83,0,39,40,70,100
78,100,67,75,58,44,22,40,100,89
48,100,80,77,74,12,28,35,89,100
30,100,85,95,64,0,14,70,83,100
37,76,100,91,71,1,22,55,82,100
100,60,24,100,2,63,0,78,88,48
45,100,85,76,67,0,15,44,93,100
41,100,90,63,79,0,37,27,89,100
14,87,100,73,74,1,15,49,68,100
100,60,24,100,12,76,0,75,86,52
35,100,91,88,70,0,13,49,93,100
60,100,65,94,39,0,4,85,100,94
37,100,95,56,74,2,35,27,76,100
15,80,100,82,83,7,30,40,65,100
94,58,14,81,0,66,12,100,78,30
91,77,41,100,33,52,1,69,100,73
59,95,71,96,58,11,12,50,100,96
55,100,72,93,48,0,7,74,100,94
84,88,47,100,13,16,0,83,100,78
100,72,31,100,20,66,0,73,95,63
63,90,66,100,36,23,0,63,100,79
57,100,83,78,68,20,25,36,96,100
97,70,29,83,25,67,0,69,100,68
42,100,95,58,77,9,38,14,82,100
61,100,75,89,65,16,20,45,100,99
77,100,63,89,38,32,0,61,100,81
72,86,54,100,53,33,20,68,100,92
81,79,42,100,26,36,0,72,100,74
62,98,69,100,43,13,0,64,100,91
64,100,66,94,46,21,0,65,100,92
15,92,100,71,95,0,44,34,69,100
67,100,67,85,51,23,2,51,100,93
86,72,38,91,18,49,0,65,100,81
89,73,40,83,35,60,0,52,100,78
98,67,26,100,2,51,0,88,100,55
100,91,54,100,13,39,0,71,100,71
48,99,85,100,58,0,9,66,97,100
69,100,62,83,39,35,0,70,100,89
100,74,28,100,15,61,0,92,97,60
25,94,100,69,87,0,43,28,75,100
31,99,100,73,81,10,38,27,78,100
61,100,71,90,45,15,1,69,100,88
100,90,47,100,15,50,0,82,100,72
23,100,98,98,84,3,31,47,71,100
94,66,25,100,9,51,0,98,100,57
57,89,66,100,39,11,0,70,100,83
25,95,100,67,90,0,42,26,75,100
29,99,93,100,63,0,17,77,83,100
38,100,99,81,62,0,8,60,92,100
20,100,88,58,99,7,46,22,72,100
18,100,93,74,78,0,28,40,71,100
39,100,83,97,66,0,14,55,90,100
45,100,79,89,72,0,29,44,85,100
94,73,32,89,22,57,0,86,100,70
44,100,81,84,74,0,31,56,87,100
55,99,71,100,51,0,5,74,98,100
66,90,59,100,40,17,0,70,100,88
79,100,58,99,25,29,0,80,100,76
63,100,70,90,55,18,1,53,100,99
71,100,62,79,44,26,3,65,100,88
64,100,77,87,43,26,0,59,100,84
79,97,58,100,29,21,0,78,100,83
36,98,81,100,78,0,29,58,82,100
32,88,100,45,95,0,65,10,72,100
53,100,85,59,74,16,33,24,94,100
54,100,84,77,67,5,13,43,100,96
18,84,100,74,86,23,31,44,67,100
32,100,95,66,84,12,39,25,75,100
100,67,31,92,6,77,0,70,97,62
69,92,64,100,58,28,20,58,100,94
67,97,62,100,26,22,0,79,100,79
49,100,78,97,60,23,11,61,92,100
39,100,97,97,75,5,22,48,87,100
77,94,58,98,56,40,20,58,100,91
96,61,20,100,11,64,0,84,100,58
64,100,68,87,51,21,9,59,100,91
100,73,39,100,2,43,0,67,97,67
58,100,85,64,77,19,35,26,96,100
48,100,85,95,66,0,19,59,97,100
76,94,57,88,36,31,0,63,100,80
94,87,36,94,16,48,0,99,100,64
62,100,71,81,56,15,7,55,100,97
64,100,67,84,49,5,4,65,100,95
32,100,94,92,71,0,21,47,82,100
22,100,95,86,87,0,37,43,74,100
27,86,85,100,60,5,5,58,85,100
79,100,61,97,22,24,0,80,100,76
41,100,76,75,60,1,11,60,85,100
16,78,100,68,80,3,28,37,69,100
3,73,100,90,79,10,13,48,60,100
62,100,73,93,46,18,4,64,100,86
76,89,52,78,58,44,26,49,100,90
37,100,85,94,78,8,42,35,73,100
53,100,81,97,61,5,9,59,100,99
83,95,58,100,34,33,0,66,100,78
37,100,89,74,73,0,27,39,82,100
48,91,80,100,59,18,8,61,97,100
35,97,88,100,72,0,29,67,80,100
86,66,29,100,25,48,0,75,100,70
54,100,80,78,64,2,9,40,100,99
77,89,55,100,24,21,0,73,100,78
43,100,83,72,74,14,26,36,85,100
65,95,65,100,35,21,0,65,100,78
23,91,100,64,97,0,55,30,74,100
89,87,45,100,18,34,0,83,100,75
85,82,38,100,22,34,0,93,100,72
45,100,93,82,65,5,8,48,99,100
77,86,50,82,33,33,0,66,100,78
80,93,56,100,28,28,0,71,100,80
32,100,85,91,70,0,25,59,78,100
36,100,89,67,85,7,45,21,75,100
17,88,100,91,92,0,49,39,62,100
63,100,69,64,40,21,0,67,100,85
81,77,39,93,36,42,0,69,100,79
62,100,80,72,65,25,21,36,100,99
91,71,28,83,21,57,0,81,100,69
75,98,62,100,25,23,0,75,100,73
84,86,45,100,22,37,0,75,100,73
37,100,92,73,81,0,41,37,78,100
61,100,73,98,43,12,0,66,100,85
97,81,40,90,20,52,0,77,100,73
100,58,23,100,10,79,0,76,98,60
32,98,95,100,75,12,33,44,74,100
79,97,56,100,36,37,0,75,100,80
90,79,42,100,19,45,0,70,100,69
55,100,76,81,45,7,0,65,100,89
60,100,69,100,44,8,0,69,100,91
58,100,89,85,64,16,18,40,100,93
49,100,74,88,45,18,0,70,100,97
64,100,66,64,46,15,1,65,100,91
80,93,55,99,39,33,0,62,100,86
35,100,79,79,55,0,6,60,92,100
57,100,72,97,58,11,6,57,100,100
95,93,53,96,37,55,2,61,100,75
55,100,70,98,35,4,0,76,100,84
81,100,66,86,37,31,0,51,100,77
9,77,100,79,74,1,14,49,62,100
44,97,68,100,53,0,7,75,89,100
76,96,59,100,32,25,0,74,100,81
31,100,96,73,84,9,38,27,75,100
37,100,92,63,78,0,34,32,79,100
29,100,88,100,71,16,20,61,78,100
100,53,15,100,0,78,19,99,81,31
33,100,95,77,74,1,33,28,77,100
83,90,47,100,28,32,0,85,100,80
67,100,58,95,25,20,0,91,100,79
20,71,100,77,84,22,34,37,66,100
76,100,65,96,50,25,10,64,100,89
45,90,78,100,50,11,0,62,100,99
77,89,59,100,32,30,0,63,100,73
87,95,50,95,15,38,0,88,100,64
76,77,45,100,26,29,0,67,100,73
77,100,58,96,47,42,12,62,100,82
75,97,59,96,38,36,1,59,100,75
76,79,43,100,33,28,0,71,100,82
12,85,100,89,74,7,19,54,64,100
56,99,72,100,49,1,1,60,100,93
100,82,43,100,11,45,0,78,94,65
79,86,52,100,29,20,1,69,100,82
82,81,35,86,21,39,0,92,100,68
45,100,99,64,72,7,26,28,97,100
66,100,70,91,61,14,14,52,100,97
92,88,38,84,10,43,0,95,100,62
55,100,73,83,54,16,4,61,100,98
32,95,94,100,72,7,22,57,78,100
92,84,44,96,24,49,0,70,100,69
47,100,83,81,68,14,22,39,89,100
93,92,55,100,28,44,0,65,100,71
62,80,53,100,35,17,0,69,100,81
61,100,70,82,48,23,4,68,100,92
27,100,84,70,89,2,32,31,78,100
51,97,68,89,63,5,22,64,90,100
96,88,48,100,15,44,0,78,100,72
30,100,99,90,75,0,24,44,82,100
41,100,80,95,74,0,28,55,84,100
68,100,67,84,41,12,0,64,100,88
55,100,87,100,67,15,25,43,95,100
49,100,93,63,73,18,36,30,86,100
15,67,100,93,76,11,22,55,61,100
68,100,67,91,43,21,0,59,100,85
17,74,100,67,81,26,29,38,64,100
29,95,100,87,83,0,41,30,70,100
45,97,100,87,70,9,21,41,97,100
30,97,100,67,91,0,52,23,74,100
67,100,74,73,60,32,19,38,100,93
25,98,90,100,84,0,32,60,79,100
74,96,60,100,34,31,0,72,100,79
86,98,60,98,29,24,0,69,100,84
74,100,64,95,18,23,0,76,100,77
28,91,100,78,74,11,31,38,71,100
35,94,100,79,75,0,32,36,81,100
32,100,98,91,78,13,25,43,82,100
37,100,84,84,83,0,39,44,83,100
22,80,100,82,88,15,42,35,67,100
67,100,70,91,55,23,10,60,100,94
75,87,49,100,9,9,0,79,100,73
66,100,71,91,42,20,0,68,100,85
65,98,71,100,43,20,1,64,100,83
55,100,78,71,67,14,19,35,96,100
45,100,80,89,78,0,35,50,85,100
61,100,81,93,37,18,0,56,100,78
72,91,56,100,44,28,7,65,100,89
52,100,76,98,49,2,0,61,100,95
53,100,72,89,64,3,14,55,94,100
25,95,100,92,83,0,35,44,72,100
49,100,92,59,78,17,39,18,90,100
75,82,44,100,31,28,0,75,100,82
49,100,76,87,50,0,7,80,99,100
100,87,51,96,15,47,0,63,99,74
56,100,73,95,60,7,8,53,100,99
43,94,75,100,57,11,4,61,96,100
83,97,60,100,28,28,0,73,100,81
73,100,63,97,28,24,0,71,100,74
45,100,84,90,57,5,9,68,91,100
28,100,91,67,93,0,50,25,72,100
40,99,100,67,77,0,33,27,91,100
50,100,79,76,65,3,16,42,95,100
79,96,58,100,35,27,0,69,100,84
31,85,100,57,81,0,40,18,81,100
26,100,99,72,82,0,31,38,76,100
27,100,100,54,99,0,62,11,71,100
41,100,89,95,70,10,14,53,91,100
82,100,63,96,28,26,0,74,100,80
41,100,94,86,70,13,13,50,91,100
29,100,91,76,89,0,34,33,79,100
78,97,60,100,25,26,0,76,100,76
70,96,62,85,41,20,0,62,100,87
75,100,67,89,46,39,9,46,100,79
74,91,59,100,53,36,15,55,100,89
91,81,44,94,25,42,0,70,100,82
79,78,37,95,29,38,0,85,100,75
74,100,67,73,54,27,9,51,100,92
61,100,69,88,35,15,0,74,100,85
85,77,38,100,32,36,0,76,100,85
98,83,46,93,34,62,0,61,100,81
0,78,100,77,90,10,39,39,53,100
40,100,90,99,79,0,40,60,81,100
55,100,80,94,64,14,16,57,98,100
19,100,95,71,93,10,47,21,66,100
50,100,79,93,61,10,9,56,95,100
36,100,99,61,85,0,48,21,83,100
59,100,72,98,40,15,0,67,100,85
53,100,81,87,61,1,10,43,100,95
31,85,100,67,84,10,36,27,77,100
77,92,57,100,47,38,9,58,100,84
57,100,72,86,60,0,13,55,100,96
84,71,37,86,11,43,0,68,100,70
39,100,95,73,75,3,26,38,89,100
32,100,93,88,85,0,39,45,79,100
78,97,61,100,32,16,0,69,100,86
81,80,42,100,30,40,0,77,100,72
84,88,53,83,35,30,0,65,100,84
56,100,76,88,64,5,16,51,100,98
57,86,65,100,41,7,0,57,100,84
55,100,76,90,60,0,12,60,100,98
41,100,72,99,62,0,10,59,87,100
41,99,82,100,49,8,0,73,98,100
93,100,59,96,39,50,0,60,100,79
35,100,93,75,89,13,47,31,76,100
44,100,76,59,76,5,35,25,80,100
47,100,76,62,59,8,7,58,92,100
20,74,100,89,69,13,8,50,73,100
45,100,76,90,62,3,13,57,90,100
30,95,93,100,73,0,27,55,85,100
67,100,66,92,36,17,0,71,100,84
23,98,100,62,99,0,58,17,69,100
88,97,55,100,33,43,0,70,100,76
34,100,86,62,89,0,47,24,76,100
73,100,67,100,51,34,13,56,100,88
29,100,80,87,55,4,0,64,88,100
36,100,87,68,77,6,32,32,79,100
100,66,27,100,14,62,0,81,97,62
38,100,81,66,80,0,32,37,82,100
68,90,60,100,30,11,0,69,100,78
61,96,60,100,18,13,0,84,100,82
69,96,60,100,31,16,0,74,100,84
11,100,95,69,92,0,42,27,63,100
31,100,90,95,65,0,16,63,84,100
99,63,22,95,0,69,9,98,100,47
43,96,100,73,73,11,22,43,94,100
20,97,100,70,93,0,49,20,67,100
79,100,61,98,24,29,0,78,100,74
60,100,66,70,52,6,16,84,99,100
63,87,53,100,41,11,0,71,100,93
67,98,66,89,51,18,2,49,100,91
77,85,47,100,29,24,0,78,100,81
85,69,31,100,17,41,0,81,100,71
98,77,41,100,3,51,0,70,100,66
40,100,80,94,64,0,12,52,90,100
24,95,100,50,83,15,40,15,70,100
76,81,46,87,31,29,0,69,100,82
85,73,28,89,15,45,0,91,100,62
35,100,86,74,84,0,39,40,83,100
75,78,39,100,30,30,0,76,100,82
34,99,100,99,76,10,25,50,83,100
66,75,48,100,36,21,0,68,100,81
48,85,67,100,65,0,26,61,92,100
16,92,100,70,96,0,54,32,68,100
88,84,40,96,17,36,0,84,100,74
40,100,86,93,62,6,16,54,85,100
73,89,56,88,39,20,0,68,100,87
56,94,63,100,53,8,8,65,96,100
84,99,62,95,41,40,2,56,100,79
62,100,72,76,68,12,17,42,99,100
63,100,68,95,48,6,2,55,100,92
64,100,73,100,59,24,14,58,100,98
35,100,91,100,86,0,47,50,74,100
37,86,100,97,70,10,20,46,87,100
82,91,45,100,23,32,0,97,100,75
52,100,70,77,58,0,3,50,94,100
74,85,53,95,42,30,3,60,100,84
61,100,70,96,49,5,0,61,100,96
51,100,80,78,76,7,19,37,99,100
18,88,100,74,81,0,37,28,65,100
45,100,80,87,66,0,18,47,91,100
39,100,87,92,88,0,50,43,78,100
67,100,74,69,61,29,19,48,100,94
20,100,98,92,94,0,51,30,63,100
63,95,64,95,57,15,13,62,99,100
52,100,72,93,64,0,16,59,94,100
51,100,74,77,70,5,22,46,90,100
58,84,57,100,40,3,0,67,100,94
87,89,51,100,29,42,0,65,100,72
54,100,69,100,46,0,1,65,100,97
56,100,75,91,63,7,10,52,100,99
94,80,41,100,13,44,0,76,100,66
20,79,100,90,74,2,16,47,76,100
19,100,98,67,93,0,49,27,64,100
21,100,94,83,89,0,40,45,71,100
80,85,46,100,30,28,1,78,100,82
62,100,74,95,60,18,13,47,100,98
30,100,99,63,85,0,51,25,72,100
26,100,100,77,77,8,25,44,76,100
55,100,86,70,70,20,34,27,90,100
59,98,66,85,47,0,5,62,99,100
84,89,46,100,13,33,0,84,100,69
60,100,76,99,44,21,1,74,100,88
91,82,38,100,14,46,0,90,100,69
22,93,100,59,96,0,51,22,72,100
10,73,100,90,87,0,34,43,57,100
0,91,100,63,95,0,51,20,55,100
56,99,67,89,49,0,1,70,100,100
37,100,93,71,78,8,31,29,84,100
75,100,56,93,24,17,0,88,100,83
56,100,76,86,52,6,1,55,100,90
45,95,100,83,65,10,9,42,100,96
58,95,66,100,60,19,14,60,96,100
49,100,96,80,70,19,14,41,100,100
37,100,90,97,68,12,22,57,83,100
70,100,67,84,52,20,5,57,100,95
58,100,76,76,68,7,15,39,100,98
100,78,30,100,7,63,0,91,92,55
100,65,27,99,5,79,0,85,100,59
95,78,36,97,23,54,0,77,100,70
59,100,89,97,58,23,17,48,100,93
71,95,60,94,47,27,6,61,100,91
98,60,27,100,12,79,0,74,100,66
66,100,72,98,51,18,7,54,100,90
30,98,100,72,81,0,39,25,75,100
78,86,48,96,43,39,7,61,100,82
100,63,21,89,0,92,12,100,86,37
40,88,100,57,83,11,40,20,87,100
100,70,27,98,0,73,2,90,88,46
100,63,25,100,9,76,0,86,95,53
54,100,84,98,50,19,0,64,100,93
47,89,69,100,63,0,22,63,95,100
100,73,31,100,0,68,1,92,84,46
32,95,92,100,62,4,0,54,91,100
