66,11,81,100
100,0,9,77
68,24,44,97
59,30,76,96
96,0,31,100
92,0,37,100
88,14,29,100
15,67,100,53
95,0,33,100
47,39,83,90
58,42,67,100
100,0,20,71
65,23,76,100
78,14,45,90
59,20,77,89
50,43,87,95
45,28,76,77
58,12,77,100
59,10,75,97
43,30,76,79
100,0,12,85
72,16,56,99
43,40,100,82
52,32,79,86
35,49,82,81
99,0,45,100
70,13,66,100
38,57,92,88
73,15,55,100
94,9,32,95
44,30,92,84
83,0,47,100
55,26,93,92
53,24,62,80
70,21,61,100
84,0,27,100
68,22,51,97
48,39,96,88
99,0,30,100
80,15,41,100
67,25,68,100
87,0,55,100
93,0,49,100
100,0,15,67
67,14,68,100
100,0,17,74
100,0,29,95
100,0,45,97
100,0,30,97
74,0,67,100
90,13,25,98
60,29,74,96
60,32,86,98
64,37,74,100
100,0,28,91
100,0,35,94
98,0,32,100
84,4,37,100
100,0,22,80
70,17,67,100
49,39,75,87
71,23,66,100
71,16,65,98
78,0,55,100
80,8,45,100
81,9,61,100
56,21,72,91
76,10,52,100
72,12,53,100
100,0,25,95
92,0,49,100
44,33,75,82
76,29,49,100
51,30,100,87
73,12,56,100
75,17,43,94
60,34,83,97
63,26,73,100
84,9,45,100
91,0,28,100
100,0,40,99
79,0,50,100
58,28,79,96
100,0,31,85
99,0,26,100
100,0,27,100
89,5,41,100
63,34,82,100
94,2,41,100
91,0,29,100
60,36,78,97
62,20,70,96
67,0,75,100
59,16,74,91
44,33,91,81
37,40,79,78
67,12,74,100
69,27,61,100
38,35,85,77
46,25,98,83
100,0,0,78
90,9,40,100
80,10,55,100
95,0,19,100
79,10,50,100
99,0,36,100
72,21,59,100
81,0,53,100
100,0,31,85
57,14,77,92
72,16,57,100
37,35,84,71
95,0,39,100
93,0,32,100
61,31,78,97
42,32,81,80
53,28,84,88
76,10,56,100
65,13,57,86
76,15,55,100
72,17,41,100
82,22,41,99
59,18,93,100
93,0,35,100
76,0,44,100
76,11,47,100
100,0,20,74
76,12,45,100
93,4,30,95
66,27,67,100
100,0,23,98
55,26,88,97
86,0,34,100
67,12,73,100
80,16,29,100
87,0,36,100
27,44,100,66
81,0,38,100
60,29,68,90
60,41,61,96
60,32,69,96
95,0,11,100
90,11,31,100
22,62,99,63
100,0,43,96
100,0,20,97
61,35,79,100
66,37,60,100
53,26,63,87
66,7,67,98
47,34,77,85
31,44,85,69
41,35,98,77
80,7,40,100
100,0,24,95
46,30,76,81
28,44,85,73
86,0,35,100
39,33,75,78
100,3,34,99
48,25,66,75
67,20,48,85
100,0,16,92
40,42,88,84
86,2,40,100
56,27,73,89
63,23,56,94
62,13,84,99
72,4,62,100
68,15,63,100
73,15,64,100
91,4,35,100
100,0,37,86
45,49,82,91
70,8,52,100
53,21,74,85
70,18,61,100
80,0,51,100
100,0,18,88
80,2,45,100
87,1,39,100
74,7,67,100
98,0,20,100
64,20,63,95
72,19,52,100
74,8,51,100
57,28,58,84
51,25,87,89
69,23,54,100
75,10,56,100
41,37,94,80
100,0,20,79
98,0,19,100
94,0,21,100
46,36,80,85
74,2,62,100
99,0,30,100
100,0,26,100
86,0,55,100
66,20,59,98
46,42,84,89
76,20,60,100
38,47,91,82
100,0,22,93
100,0,10,73
100,0,0,91
67,25,56,99
93,0,37,100
56,42,75,100
76,12,56,100
100,0,45,95
66,18,58,95
96,0,49,100
90,10,37,100
67,17,70,100
76,0,58,100
30,49,100,78
27,50,100,65
36,35,95,78
89,0,59,100
60,16,71,95
27,41,98,60
72,11,66,100
100,0,30,98
48,16,78,86
21,72,100,63
100,0,40,88
27,53,100,70
25,53,100,63
84,18,54,100
69,22,47,89
31,55,100,73
92,5,32,95
98,0,40,100
71,24,55,100
12,67,100,52
62,39,78,99
85,1,50,100
34,34,100,73
53,20,92,93
43,38,84,88
88,0,40,100
57,21,74,93
47,33,85,83
29,49,100,65
85,3,42,90
60,17,80,98
97,0,33,100
81,0,57,100
70,4,68,100
14,64,100,52
82,0,56,100
97,0,43,100
56,42,62,92
80,13,50,87
6,83,100,47
26,51,100,68
68,24,55,98
86,0,58,100
89,0,54,100
34,41,100,75
77,2,54,100
77,10,51,99
66,19,60,97
53,26,79,93
100,0,15,88
23,58,100,59
59,28,87,99
51,21,69,85
85,9,35,100
73,8,54,100
84,7,36,100
21,54,100,60
67,16,52,75
89,0,41,100
94,0,47,100
63,22,69,100
68,16,65,100
72,13,51,100
100,0,30,83
59,32,75,98
56,39,83,100
80,0,67,100
77,14,47,100
79,13,45,100
48,38,73,85
27,46,94,63
47,30,88,86
67,17,70,100
43,35,83,81
58,21,76,94
73,15,55,100
79,8,59,100
50,25,84,92
100,0,30,90
100,0,27,88
100,0,26,97
15,72,100,56
100,2,28,84
55,22,83,95
19,72,100,56
76,10,43,100
100,0,29,99
67,3,74,100
79,1,48,100
15,56,100,60
46,35,100,86
100,0,26,100
83,0,55,100
73,5,52,100
92,0,37,100
88,0,42,100
29,39,100,64
64,28,65,96
42,36,100,83
93,2,42,100
20,56,100,57
80,0,61,100
20,65,100,60
64,19,87,100
54,21,88,96
83,0,43,100
53,32,84,96
52,29,98,87
18,64,100,59
54,35,70,92
73,17,46,97
92,0,54,100
84,12,49,100
42,40,100,86
66,26,72,95
100,0,33,96
94,10,33,97
87,0,39,100
79,9,55,99
49,34,77,92
84,4,50,100
79,0,53,100
100,0,24,86
46,30,94,86
100,1,23,84
98,0,32,100
93,0,48,100
38,37,83,78
80,6,39,100
61,27,82,99
100,0,28,89
81,16,51,100
79,0,56,100
100,0,33,98
100,0,18,82
59,37,71,100
78,5,43,100
86,9,37,100
57,28,76,92
55,43,78,100
71,24,62,100
55,42,69,98
99,0,21,100
100,0,16,74
51,27,71,85
93,0,54,100
70,20,67,100
69,17,63,100
42,40,98,85
83,0,59,100
100,9,38,95
59,40,65,100
100,0,18,65
79,5,56,100
84,0,45,100
62,29,85,99
83,0,61,100
54,20,77,93
71,14,64,100
57,35,72,92
92,0,30,100
23,52,100,60
18,62,100,53
15,68,100,54
60,23,88,100
77,15,59,100
77,13,48,90
100,0,24,94
65,35,63,100
83,0,39,100
77,7,50,100
44,34,97,85
53,38,60,87
15,73,100,56
52,17,74,90
82,11,51,100
92,0,54,100
49,44,100,95
65,33,60,100
100,0,17,92
58,21,83,97
53,41,85,97
88,0,48,100
72,17,58,100
83,0,58,100
96,0,51,100
43,31,98,80
76,7,52,100
65,30,64,100
76,9,45,100
58,30,76,99
60,29,69,94
23,59,100,61
30,41,100,67
84,0,57,100
96,4,34,100
100,0,24,88
97,0,44,100
25,53,100,62
68,17,60,100
66,32,60,100
3,86,100,36
51,34,73,86
85,0,53,100
90,11,28,100
81,14,33,100
71,17,64,100
100,0,27,95
60,41,64,100
90,0,59,100
94,0,40,92
59,16,71,94
14,75,100,55
30,48,95,66
62,37,69,99
79,2,59,100
92,0,49,100
81,8,44,100
95,0,52,100
68,23,74,100
78,9,55,100
69,15,62,98
100,0,14,91
90,6,43,99
60,21,75,96
64,27,65,100
68,19,62,100
68,19,66,100
48,31,86,86
55,31,85,95
31,37,100,75
73,5,53,99
46,36,85,88
63,30,60,93
45,28,89,88
69,6,64,100
70,20,61,100
4,78,100,45
60,21,88,100
89,0,36,100
66,18,78,100
71,5,67,100
79,0,60,100
94,8,39,100
65,32,74,99
93,10,38,96
69,26,61,98
99,0,40,100
74,5,60,100
88,0,37,100
73,18,69,100
45,24,83,89
39,35,93,77
75,11,56,97
25,54,100,64
69,18,54,95
40,32,92,81
92,0,19,85
70,14,63,100
79,8,48,100
93,7,34,100
69,24,59,100
54,30,84,91
99,0,36,100
56,26,83,93
100,0,29,76
82,0,44,100
15,69,100,51
78,7,49,100
70,9,60,100
40,34,89,77
65,10,79,100
44,27,100,84
12,68,100,48
91,0,42,100
56,16,80,93
44,44,91,91
62,29,75,97
78,11,50,100
90,0,54,100
100,0,25,79
66,20,49,86
58,2,79,93
54,31,79,91
93,0,37,100
52,32,96,89
65,19,65,95
23,63,100,62
55,40,74,96
44,39,90,92
92,0,43,100
42,31,89,85
62,30,74,100
89,5,43,100
88,0,40,100
53,30,80,89
63,25,88,100
61,28,74,98
66,20,67,98
70,17,74,100
90,0,16,100
44,34,92,85
92,0,30,100
92,0,34,100
95,0,52,100
54,23,73,91
76,21,48,100
74,11,48,100
76,7,59,100
87,1,29,100
51,39,93,93
66,23,62,97
0,75,69,2
11,65,58,0
18,100,46,0
5,80,50,2
4,78,50,6
17,77,50,8
11,53,65,1
2,100,37,1
3,62,50,4
8,71,50,6
5,72,61,1
5,69,67,10
5,73,41,1
12,100,58,0
14,87,43,0
20,57,61,1
24,72,53,16
0,99,57,0
0,82,49,5
3,94,49,7
19,85,57,0
0,79,50,1
20,85,64,13
32,100,36,8
20,91,50,6
17,50,66,4
21,85,62,11
5,97,51,2
5,78,56,0
0,66,66,5
6,81,18,0
33,72,59,18
8,69,51,6
11,69,57,10
7,66,53,6
2,80,57,1
18,65,52,0
4,60,56,2
31,68,55,24
5,84,50,3
17,58,59,10
6,82,52,2
39,100,51,18
4,71,51,0
11,66,49,10
0,99,50,4
0,85,49,1
8,91,56,5
9,94,30,0
23,92,32,2
10,73,52,9
7,70,49,15
11,75,50,8
21,88,53,19
2,77,48,0
8,96,49,2
2,86,49,0
0,67,60,1
26,71,71,0
27,67,61,10
5,68,97,0
12,93,54,1
15,70,49,9
7,77,50,0
0,81,44,15
13,83,63,7
0,82,45,19
0,100,45,3
19,73,64,20
29,57,57,21
1,76,48,0
26,85,56,17
8,100,43,0
0,74,49,6
3,74,50,3
1,66,60,1
5,93,52,0
4,72,64,2
1,76,47,0
15,75,51,14
2,87,51,4
2,84,58,3
10,66,82,0
16,81,75,10
0,95,49,5
7,62,64,1
0,77,50,3
3,78,40,0
13,78,55,23
0,86,56,18
0,91,54,3
9,65,62,5
3,69,47,0
15,77,50,5
3,73,50,0
0,83,50,9
19,71,56,17
13,65,50,3
18,94,28,1
15,74,61,9
17,67,51,14
2,99,57,0
9,70,52,5
8,75,49,0
22,67,62,7
0,86,69,2
4,71,58,1
20,94,23,2
11,87,62,4
9,68,50,5
11,75,51,5
0,73,53,3
4,70,57,2
22,77,54,20
0,93,42,10
12,69,46,14
31,75,52,17
15,57,65,0
20,53,62,11
12,80,63,8
4,98,57,4
19,71,61,16
17,90,44,0
8,85,50,7
8,63,62,1
10,87,50,10
12,89,50,8
1,76,49,3
0,84,51,9
4,82,55,3
0,61,54,2
32,100,49,7
27,75,58,14
0,80,52,1
16,97,66,0
19,73,58,0
6,81,62,5
7,80,50,2
28,99,29,6
32,73,69,23
3,84,56,0
2,64,67,3
29,63,54,19
21,98,29,2
0,71,48,12
18,62,57,20
19,95,37,2
0,79,53,2
24,99,46,4
0,100,50,3
5,86,50,4
4,77,43,13
1,77,50,2
12,100,31,0
14,77,53,0
11,96,51,19
0,87,55,5
21,100,19,0
1,97,49,5
0,87,60,1
8,77,56,4
19,64,52,18
10,70,48,17
0,71,50,3
0,88,43,4
1,76,50,0
10,95,38,0
0,100,55,6
0,83,47,10
9,74,35,1
8,80,30,0
0,66,50,7
0,83,56,9
0,88,66,7
9,83,54,6
2,57,52,4
0,89,44,19
10,100,51,0
30,57,59,12
0,99,57,5
8,88,50,14
5,95,48,0
24,60,58,14
22,68,56,22
4,87,50,0
6,77,60,0
0,75,50,11
8,78,50,7
19,71,72,0
0,68,69,8
8,68,59,0
4,89,58,0
2,71,47,0
20,79,37,7
2,79,50,0
19,94,18,0
23,88,55,12
8,71,58,8
7,68,65,0
0,93,62,8
1,67,72,0
0,73,65,4
17,77,51,9
0,72,51,1
4,80,58,1
0,78,52,0
6,91,51,6
0,73,50,0
0,85,51,0
13,56,60,8
15,91,49,6
0,78,54,1
9,62,63,5
7,85,66,2
15,100,66,0
3,93,26,0
18,71,54,18
23,55,58,18
1,88,56,0
9,76,50,0
24,77,62,9
16,100,58,2
0,97,50,3
12,71,54,16
1,87,50,0
8,77,50,6
10,69,49,15
1,69,62,1
3,76,50,1
14,87,48,5
15,100,35,0
18,94,52,8
3,87,60,0
20,97,40,0
6,73,59,4
5,58,67,0
0,76,49,3
0,79,50,4
6,79,50,3
20,86,45,6
0,91,42,6
4,81,47,0
12,80,41,0
6,72,50,9
10,95,39,0
0,96,50,6
13,83,51,8
8,81,49,0
22,100,61,4
19,100,23,12
18,100,28,0
0,88,56,5
28,91,0,6
15,78,50,10
0,82,50,2
2,79,50,0
11,85,35,0
0,83,40,7
3,74,55,1
12,100,41,4
2,75,50,4
5,77,60,3
3,76,50,1
0,77,66,1
5,78,39,0
21,96,18,3
14,95,31,1
1,63,50,0
0,70,50,5
14,77,52,24
2,63,68,0
18,70,64,19
0,100,57,1
22,72,63,13
0,100,59,1
4,85,49,3
0,88,43,6
4,68,51,10
14,81,49,14
0,82,59,7
0,90,61,2
26,84,58,0
10,77,51,3
22,79,50,16
0,100,50,7
8,79,50,9
9,66,60,0
3,70,58,1
2,89,50,0
13,77,53,7
19,57,62,14
0,77,43,11
0,100,30,9
23,91,51,6
1,72,65,0
2,72,62,0
6,88,65,4
0,73,36,6
8,70,50,9
8,98,59,0
13,78,0,0
28,75,47,23
0,99,50,8
8,87,48,1
0,69,60,6
13,71,52,13
6,98,47,13
32,67,65,11
4,81,51,0
5,80,67,0
2,71,50,2
6,83,53,0
12,79,51,16
20,99,77,7
21,77,58,13
23,88,39,5
3,75,49,0
23,91,0,2
2,85,68,0
15,62,48,35
5,84,48,1
0,60,68,1
25,62,75,0
16,88,56,11
16,65,50,17
3,87,65,1
15,63,51,19
23,84,59,16
6,90,50,10
14,100,32,15
11,77,51,7
8,67,64,3
9,79,39,0
3,93,37,0
8,81,55,2
9,86,61,4
18,68,49,23
16,67,57,10
20,65,56,18
24,55,54,24
26,97,27,2
16,83,57,11
4,87,50,8
10,99,29,3
0,69,50,5
31,67,60,19
29,75,55,21
0,77,51,5
3,74,50,5
18,91,5,0
13,78,56,7
10,91,58,0
14,79,51,16
20,87,42,3
20,83,64,17
5,84,66,0
3,68,68,0
4,69,53,2
26,100,47,4
4,80,49,0
11,71,50,13
0,72,49,5
29,49,54,27
6,78,50,5
16,82,60,8
16,73,78,0
6,65,51,6
30,96,35,7
26,74,56,7
6,83,50,14
13,96,43,0
0,80,65,3
9,79,51,11
7,63,70,3
16,50,63,2
6,70,50,5
9,90,52,0
8,92,52,0
0,100,36,11
6,97,58,0
10,72,58,5
16,70,53,15
17,87,51,12
1,86,58,0
3,75,49,13
8,77,50,4
9,73,60,4
14,100,66,2
0,100,46,9
12,68,83,0
26,60,52,21
9,66,69,4
7,79,55,3
15,93,50,9
2,78,51,7
3,70,50,0
22,88,66,0
1,80,62,0
11,82,37,1
8,70,88,0
1,81,50,1
13,82,33,0
4,74,42,13
20,68,51,17
8,67,50,23
17,62,73,0
10,87,61,4
8,67,49,10
11,93,46,0
3,86,58,6
7,87,47,0
20,78,49,6
11,89,51,0
35,81,67,17
15,67,51,14
18,100,15,9
0,90,72,6
30,67,57,19
30,63,56,25
13,67,56,9
12,75,46,7
0,100,58,3
14,82,39,0
0,74,50,2
8,90,50,5
9,85,60,4
10,98,46,2
0,70,56,2
18,74,65,0
2,85,48,1
3,93,56,0
7,82,50,5
2,81,50,5
3,91,57,1
10,75,50,20
15,97,58,6
19,51,63,9
5,58,67,4
6,83,57,1
3,68,50,5
9,72,69,1
6,91,51,2
0,70,78,1
3,60,50,0
10,80,65,5
1,75,50,0
0,91,53,0
17,58,53,19
9,78,63,5
3,64,68,6
0,71,50,8
0,67,59,1
6,76,42,19
1,83,48,0
15,77,57,14
10,62,88,0
21,77,48,15
17,84,7,0
16,47,66,0
29,83,11,11
10,71,50,8
0,100,47,10
12,88,52,19
14,67,51,19
13,98,58,0
7,80,37,0
14,78,78,5
0,82,50,4
0,83,43,17
0,92,61,10
2,60,50,4
17,88,48,0
2,98,56,9
5,73,43,0
23,56,58,8
5,70,57,0
9,74,49,1
5,67,67,2
0,75,57,3
9,80,54,13
17,89,40,0
14,100,60,1
19,64,87,0
9,68,51,8
0,100,43,11
0,63,62,3
9,72,50,5
0,98,50,10
0,70,48,0
4,79,50,4
0,84,54,2
10,82,50,7
6,70,47,24
1,95,54,1
0,66,53,2
17,90,26,1
16,88,28,0
11,71,80,0
0,70,46,4
9,78,52,20
3,98,47,0
2,81,50,3
11,100,66,0
6,92,39,12
0,72,55,2
11,69,51,15
6,76,49,1
6,87,64,1
0,72,54,3
18,89,49,0
4,76,50,0
16,88,79,8
19,58,57,5
6,86,50,10
0,70,62,2
0,70,49,0
22,71,54,12
8,75,50,9
0,74,49,2
19,82,59,21
1,71,50,6
0,76,52,1
15,67,66,0
21,73,50,12
17,100,58,0
3,62,52,5
21,70,48,20
16,59,50,24
14,73,52,0
0,93,47,19
7,91,47,0
30,100,0,7
13,75,51,11
15,76,50,8
15,43,66,0
4,81,50,5
5,78,42,0
0,92,49,10
9,100,40,11
8,67,65,7
0,75,64,2
30,81,54,21
1,66,63,0
0,100,57,4
25,81,59,0
19,86,53,18
3,83,48,10
22,81,52,20
3,83,72,0
10,65,64,5
23,100,33,1
5,81,45,0
0,74,41,5
9,83,49,2
13,97,38,0
0,83,47,13
21,86,58,4
5,87,56,5
0,82,50,6
4,92,67,0
0,80,59,1
0,70,50,5
13,85,53,16
17,68,58,8
18,80,45,17
0,76,50,2
10,75,50,7
0,100,62,6
0,70,50,1
9,65,52,16
16,71,55,0
3,77,50,1
23,82,53,17
7,81,50,0
0,66,67,6
3,79,50,4
27,50,65,4
15,48,65,3
19,65,50,10
0,74,49,2
2,100,50,0
0,76,50,7
12,56,50,14
18,53,60,14
3,86,49,3
2,88,65,0
3,66,63,0
7,87,62,0
18,64,45,31
30,60,60,25
1,70,50,5
0,69,61,1
6,83,50,28
12,87,23,0
3,100,49,3
33,57,63,22
20,72,56,9
2,61,68,0
1,100,57,0
15,74,51,11
4,78,53,2
0,91,66,3
9,92,72,1
15,100,9,0
1,71,61,0
24,58,57,27
13,58,54,13
11,77,50,5
11,94,49,4
12,69,49,9
18,58,52,17
0,96,50,0
0,76,33,8
7,81,48,0
13,76,51,12
1,88,55,0
0,67,53,0
0,66,51,15
13,100,29,10
5,76,50,13
0,76,63,0
13,76,53,17
0,70,51,5
26,75,66,20
12,74,52,9
7,86,60,4
5,73,65,3
8,70,51,11
26,100,0,1
12,81,84,7
6,75,49,1
0,79,60,2
10,97,50,3
0,77,50,7
20,100,59,1
1,80,51,0
7,96,50,5
3,72,50,6
23,94,61,1
0,75,71,0
1,71,50,1
0,76,54,1
0,100,66,4
10,73,50,4
24,79,53,19
1,73,50,3
21,76,0,1
10,74,51,8
0,86,51,0
0,83,50,2
17,71,52,13
10,78,52,1
13,98,51,10
16,80,50,7
24,81,65,12
0,72,50,4
20,100,55,2
3,61,52,4
0,100,48,2
24,81,53,14
17,98,25,0
7,99,61,5
0,97,69,0
7,80,57,0
10,77,51,23
34,66,56,13
1,74,60,0
12,55,52,7
8,99,52,0
2,100,61,0
0,85,49,4
7,67,51,21
17,57,61,13
0,73,49,1
15,64,49,15
22,74,50,14
4,72,50,6
6,78,20,0
0,72,50,1
12,72,54,0
0,89,49,5
7,64,62,3
24,61,51,29
7,80,45,1
9,84,50,9
15,79,59,6
5,60,67,7
4,67,64,0
2,76,50,0
17,100,65,4
9,91,50,9
10,75,79,0
2,73,50,0
10,73,53,0
1,80,48,24
0,69,50,8
23,60,59,13
18,67,52,18
15,89,54,3
15,58,89,0
5,89,50,4
12,99,65,0
11,88,50,6
0,73,52,2
16,74,55,16
6,78,55,3
3,93,50,12
7,72,55,6
5,93,60,0
28,52,54,20
13,74,51,11
17,60,61,8
26,90,62,9
26,100,25,4
8,98,63,1
17,96,9,0
14,100,29,0
25,100,17,0
4,100,52,0
10,74,26,0
1,69,50,10
8,68,56,6
32,79,57,20
6,67,63,4
0,79,55,2
1,96,60,0
20,99,0,0
5,76,49,9
0,78,52,0
15,96,51,0
16,100,41,4
16,63,50,22
0,81,51,3
0,84,66,1
9,78,54,7
17,78,62,19
0,75,56,8
12,83,50,9
20,44,63,5
26,73,54,22
21,55,65,2
0,74,47,5
4,62,50,7
12,79,14,0
13,66,59,0
0,63,50,4
3,77,50,8
12,81,50,12
2,68,53,2
20,68,60,18
0,82,50,4
3,82,58,4
0,74,66,1
18,81,54,10
30,58,63,21
