65,58,29,98,21,100,67,66,100,2,97,0,19,93
70,54,35,86,13,94,81,41,100,0,100,13,25,62
100,21,68,61,0,99,100,14,95,20,57,25,62,57
18,78,0,91,39,64,26,100,59,8,100,37,0,92
71,43,36,87,3,100,78,39,100,8,83,30,19,73
99,14,68,63,0,97,100,12,100,8,54,7,56,56
9,68,18,97,34,86,51,100,71,17,100,47,0,95
66,48,30,91,6,100,76,52,100,0,91,18,22,76
28,72,15,100,29,100,57,86,77,22,98,62,0,97
40,75,10,100,29,86,53,62,94,0,86,14,1,100
70,43,35,94,4,100,79,53,100,0,88,4,25,86
57,61,30,97,4,100,87,50,100,0,86,32,10,87
87,25,61,69,0,100,97,26,100,10,80,11,46,61
63,61,29,86,11,100,78,45,100,24,88,46,19,86
76,41,61,70,0,87,100,25,100,3,90,0,31,38
30,95,4,100,42,96,51,74,79,6,100,27,0,98
35,74,13,100,28,91,53,76,78,6,94,44,0,100
73,40,50,82,0,100,93,32,100,0,68,16,26,73
50,63,22,100,20,100,64,71,95,0,96,17,6,86
29,64,27,100,26,100,65,83,75,17,96,58,0,79
28,73,15,100,27,89,51,83,70,16,100,51,0,95
33,79,8,100,32,90,51,74,82,10,100,49,0,97
75,52,51,73,0,83,100,14,100,6,99,38,14,33
30,77,6,100,33,82,45,74,82,7,88,30,0,100
39,59,25,100,13,100,65,75,78,6,92,37,0,100
59,71,34,81,21,100,79,28,100,13,98,45,13,67
81,31,55,82,0,100,94,37,100,12,73,21,40,75
73,47,45,78,0,100,89,25,100,4,89,0,21,54
10,100,0,100,60,90,37,93,62,36,87,82,0,92
42,76,17,100,27,97,65,60,91,8,97,35,0,100
20,75,25,100,36,100,64,78,75,21,95,74,0,82
32,68,9,100,27,85,44,88,76,12,100,42,0,85
58,58,29,100,12,100,75,56,99,0,100,23,8,78
71,62,49,78,9,94,100,29,100,0,86,18,22,41
29,74,21,100,34,98,59,91,81,12,100,59,0,83
80,55,45,77,6,100,90,32,100,20,89,47,36,67
24,76,25,100,33,87,65,70,74,19,100,56,0,60
54,60,32,97,11,100,80,45,100,4,71,30,0,66
29,69,9,100,27,81,42,88,71,10,100,38,0,92
71,38,37,87,0,100,80,41,100,0,83,11,21,71
37,80,8,100,30,82,47,70,81,0,100,31,4,91
90,22,54,75,0,100,93,27,100,0,51,27,43,61
54,46,30,100,1,100,75,59,95,0,65,26,4,82
100,16,68,59,0,93,100,8,97,5,56,5,56,55
79,38,55,79,0,100,100,34,100,6,92,13,34,66
86,54,49,76,5,100,95,31,100,23,96,36,42,62
30,63,14,100,21,79,43,87,70,9,100,32,0,90
80,49,51,74,0,83,100,24,100,0,92,1,26,29
69,52,53,72,0,100,100,21,100,0,92,31,18,49
41,66,19,100,11,87,65,60,81,6,100,40,0,77
80,32,61,71,0,86,100,24,100,0,80,15,35,40
57,68,27,100,24,99,72,61,97,0,89,32,16,100
22,69,19,100,30,91,53,92,73,13,100,40,0,95
3,77,7,100,39,78,38,99,61,23,100,63,0,96
69,53,39,91,5,98,87,45,100,8,100,18,24,79
89,25,54,70,0,100,92,23,100,2,65,5,41,64
69,35,40,93,0,100,78,49,100,0,72,23,16,75
16,76,23,100,37,100,61,88,70,25,72,75,0,83
71,36,39,90,0,100,84,49,100,0,78,19,25,76
44,64,23,100,22,99,65,64,92,10,96,42,0,100
66,53,35,98,6,100,84,53,100,0,97,23,20,81
23,74,13,100,33,80,50,70,77,9,100,16,0,74
67,31,27,96,0,100,76,63,100,0,78,12,30,73
78,20,43,95,0,100,81,61,100,8,51,0,40,85
67,42,35,93,0,100,79,49,100,0,88,7,19,89
76,24,62,86,0,90,100,37,100,0,67,15,32,57
40,66,28,100,19,98,72,59,84,1,100,10,0,88
22,77,17,100,35,100,58,79,73,25,99,63,0,91
65,40,30,100,1,100,73,65,99,0,81,14,19,81
33,73,3,100,29,79,39,85,78,4,100,38,0,98
93,31,50,73,0,100,87,28,100,15,72,25,47,68
51,49,30,100,2,100,76,55,93,1,74,29,0,84
55,66,26,100,23,100,70,62,98,0,94,40,5,84
23,73,14,100,30,86,46,90,67,19,91,53,0,100
72,45,41,86,0,100,88,37,100,0,90,6,21,59
37,70,21,100,24,100,67,69,81,22,91,57,0,73
30,77,6,100,33,82,44,76,81,6,100,32,0,88
79,49,41,81,4,100,82,33,100,21,92,32,32,66
31,80,11,100,35,92,53,77,79,6,84,24,0,100
42,67,20,100,26,93,60,73,86,0,100,31,2,85
39,69,24,100,28,100,64,74,85,8,99,42,0,85
20,70,13,100,33,82,45,88,70,16,100,40,0,85
62,67,30,83,9,91,82,39,100,12,100,38,19,66
59,60,27,95,16,93,70,51,100,0,100,17,12,63
41,68,5,100,23,80,42,80,80,0,100,15,6,94
86,36,53,79,0,100,92,31,100,16,72,17,40,67
48,53,24,100,11,99,64,74,89,0,86,20,4,100
79,33,58,81,0,100,99,34,100,6,78,15,34,68
85,31,74,69,0,80,100,28,100,19,67,45,48,43
46,67,23,100,23,100,67,60,95,5,98,47,0,83
66,44,30,89,4,100,75,49,100,0,87,12,20,77
0,99,0,88,65,61,21,100,40,43,95,88,8,100
30,98,0,100,48,100,51,80,87,16,94,46,0,85
18,100,0,100,55,82,36,91,67,16,97,56,0,98
47,54,26,100,13,100,68,71,90,2,83,17,0,79
55,73,24,96,22,100,74,51,100,8,95,52,10,91
79,44,42,82,0,100,85,32,100,18,87,27,33,66
62,71,48,73,13,77,100,16,100,1,83,33,0,20
24,86,0,100,42,82,38,87,73,17,99,51,0,100
40,71,22,100,23,100,69,64,86,14,98,54,0,86
67,46,34,92,5,100,75,47,100,0,75,5,16,77
60,66,28,96,21,100,73,53,100,0,92,27,15,92
63,54,30,100,12,100,74,61,99,0,92,26,13,80
44,70,22,100,26,100,66,64,92,1,94,42,0,84
7,87,0,99,52,65,26,100,57,28,100,79,0,100
0,100,0,91,67,56,16,100,41,48,95,97,13,91
89,34,62,78,0,90,100,31,100,18,77,24,46,55
16,73,7,91,36,74,34,100,58,21,100,55,0,96
38,67,14,100,26,87,53,68,88,5,100,35,0,84
50,61,35,100,15,100,81,52,91,10,88,56,0,67
69,35,43,85,0,100,89,44,100,0,77,21,29,73
85,33,54,74,0,100,94,29,100,9,74,29,39,66
32,79,4,100,34,81,46,70,82,7,100,32,0,97
61,61,30,98,22,100,69,59,100,0,96,7,13,86
20,94,0,100,50,79,33,96,66,19,84,52,0,100
86,35,56,80,0,100,97,32,100,9,80,16,40,67
45,61,25,100,15,92,70,57,88,2,100,34,0,67
58,61,26,98,16,99,71,56,100,0,100,20,10,89
37,55,24,100,7,99,62,80,74,1,100,15,0,95
46,74,21,100,24,100,70,55,98,5,99,49,0,79
82,42,58,73,0,93,100,25,100,7,94,4,35,49
79,37,71,57,0,75,100,7,100,0,75,19,31,32
77,18,54,80,0,100,97,41,100,0,69,3,37,61
76,51,62,63,0,75,100,15,100,12,73,36,25,25
62,35,30,100,0,100,70,70,95,0,76,14,16,94
54,72,30,88,23,97,77,35,100,0,100,33,6,64
89,25,59,73,0,100,96,23,100,8,37,2,42,62
33,70,15,100,30,92,54,79,88,9,100,41,0,88
35,66,24,100,26,100,64,78,82,17,99,48,0,86
66,50,42,86,1,100,91,28,100,0,96,30,7,57
42,90,25,100,36,100,77,46,95,19,97,63,4,73
62,54,29,100,15,100,70,64,99,0,93,9,12,78
84,33,61,72,0,90,100,25,100,0,76,4,34,45
30,69,19,100,27,94,56,83,74,13,100,49,0,98
19,99,0,97,59,71,24,100,61,24,96,62,0,100
21,74,9,100,33,85,43,87,68,23,87,59,0,100
69,45,26,90,11,100,73,56,100,0,75,20,29,94
19,81,14,100,36,98,58,70,72,30,100,75,0,74
28,77,0,100,34,76,33,85,70,14,86,44,0,100
83,36,56,80,0,100,95,36,100,20,68,32,42,73
42,68,25,100,25,100,67,63,89,4,91,35,0,83
87,41,56,70,0,99,100,20,100,0,81,14,34,49
64,50,43,100,0,100,99,58,96,0,90,31,17,63
58,49,25,100,13,93,63,73,92,0,84,18,14,100
83,47,69,49,0,65,100,3,100,0,76,25,20,17
46,48,34,100,2,100,80,63,83,6,78,45,0,78
89,27,63,75,0,100,97,25,100,17,66,8,49,67
86,26,50,86,0,100,82,45,100,18,58,0,49,77
18,60,15,90,28,79,45,100,66,20,91,48,0,100
41,62,19,100,20,86,59,60,87,8,100,29,0,89
33,70,32,100,30,100,72,67,79,15,89,58,0,70
43,66,17,100,26,88,56,61,100,9,100,40,0,89
44,62,29,100,21,100,70,60,89,13,97,48,0,84
63,45,31,100,5,100,72,65,95,0,85,9,16,89
92,33,67,63,0,68,100,18,100,0,76,13,40,24
34,75,15,100,32,92,56,71,84,10,97,51,0,100
74,37,49,80,0,100,90,35,100,4,86,2,31,72
50,60,25,100,17,100,68,64,94,0,99,21,3,90
51,46,34,100,2,100,78,60,87,0,77,23,0,77
67,48,30,87,7,100,73,48,100,0,73,26,18,75
35,65,13,100,25,85,49,81,79,1,95,32,0,100
40,66,19,100,22,89,59,65,85,5,100,36,0,94
35,74,10,100,30,92,50,86,80,0,89,26,1,100
27,62,6,100,27,71,36,88,75,11,92,38,0,100
1,90,0,77,59,48,13,100,38,29,100,68,0,82
45,63,24,100,15,100,70,60,90,9,93,46,0,83
58,46,25,100,7,100,69,71,92,0,79,14,18,96
33,71,16,100,28,94,57,74,84,12,97,30,0,100
70,42,41,82,0,100,90,37,100,0,86,30,23,54
62,61,40,82,8,100,89,27,100,3,89,35,8,54
36,73,17,100,29,94,60,68,83,10,100,50,0,76
40,70,15,100,17,90,61,66,80,0,100,34,1,81
40,71,24,100,24,100,69,62,87,8,79,39,0,80
56,50,30,100,6,100,76,58,97,0,52,36,6,68
49,50,29,100,9,100,70,66,89,6,86,34,0,76
30,92,6,100,42,100,56,70,82,17,91,62,0,95
53,61,28,100,16,100,73,58,95,0,99,26,6,90
32,82,10,100,28,90,44,89,70,2,100,34,0,100
15,100,0,100,63,78,30,89,62,31,84,65,0,94
89,21,75,58,0,81,100,11,100,0,68,18,44,31
49,62,19,100,19,93,60,72,88,0,100,12,11,92
18,90,0,100,49,80,37,83,73,23,89,55,0,100
57,49,34,100,1,100,83,55,95,0,82,29,10,81
72,33,44,93,0,100,84,47,100,0,71,21,22,82
75,41,39,78,1,100,83,31,100,1,85,21,23,64
83,40,61,70,0,100,96,22,100,22,86,34,39,64
58,40,25,100,4,100,67,78,89,0,75,10,22,89
74,35,37,89,0,100,80,48,100,0,77,4,28,73
64,70,36,83,20,100,85,30,100,7,95,15,14,59
71,55,48,82,3,76,100,37,100,0,91,24,22,33
2,78,0,88,44,60,24,100,48,22,100,62,0,80
67,44,38,93,0,100,85,45,100,1,76,13,15,74
79,27,54,89,0,100,90,41,100,3,63,1,37,80
74,49,56,68,0,87,100,14,100,0,73,22,15,36
12,75,0,86,38,60,24,100,52,15,100,48,0,91
70,49,43,93,1,100,91,35,100,2,88,27,13,63
39,85,17,100,37,100,65,60,94,18,94,57,4,99
74,27,47,76,0,100,95,37,100,0,56,17,35,76
83,40,60,65,0,80,100,15,100,0,82,34,30,28
0,100,0,78,79,58,14,94,30,56,81,100,12,93
33,69,8,100,26,77,41,91,73,0,100,27,1,75
58,50,28,100,6,95,71,59,96,0,96,8,12,100
48,74,27,100,29,100,72,55,94,5,93,25,7,82
13,83,5,100,42,88,47,84,78,23,100,85,0,81
20,73,2,95,34,72,31,100,63,18,100,51,0,90
36,63,22,100,17,90,66,63,79,16,100,49,0,69
68,36,37,96,0,100,83,57,100,0,78,11,25,80
25,69,0,100,33,70,29,97,68,21,83,62,0,100
77,14,55,82,0,100,95,42,100,0,58,0,38,74
65,45,31,100,4,100,75,61,99,0,89,10,20,85
38,61,21,100,19,100,63,77,81,17,89,54,0,89
53,68,11,100,26,86,54,72,92,0,100,16,20,96
26,72,7,100,33,79,42,81,74,11,100,37,0,99
43,64,25,100,20,98,69,62,91,12,100,48,0,76
46,65,22,100,18,100,66,64,92,6,94,44,0,88
95,34,62,69,0,92,100,15,100,6,71,20,44,51
51,51,23,100,7,100,67,67,93,0,85,32,2,84
18,65,6,100,31,72,38,86,81,14,91,49,0,100
35,52,10,100,17,73,40,89,78,5,83,28,0,100
2,88,0,100,52,67,26,98,55,29,100,78,0,77
13,71,20,100,35,91,54,100,71,15,100,43,0,97
58,66,31,97,10,99,85,48,100,1,100,37,9,81
39,70,20,100,24,100,62,69,89,11,83,49,0,79
15,92,0,97,49,74,28,100,60,19,100,59,0,96
87,28,64,75,0,94,100,25,100,8,69,16,43,57
81,27,58,78,0,99,100,31,100,0,73,5,38,57
45,69,27,100,24,100,71,61,88,0,90,40,1,76
15,82,8,100,41,90,47,100,72,18,100,61,0,82
84,47,50,71,3,100,98,23,100,0,98,17,31,52
9,98,0,100,62,66,25,94,57,34,100,86,0,94
39,70,22,100,21,89,66,57,83,5,100,41,0,75
90,26,62,75,0,95,100,25,100,7,67,29,42,55
63,77,42,83,21,99,93,29,100,17,100,51,17,52
62,60,44,92,2,100,99,38,100,5,81,40,8,55
99,22,54,72,0,100,88,20,100,0,58,4,46,66
78,40,56,71,0,100,93,18,100,14,74,49,28,64
66,55,37,90,10,100,83,39,100,3,97,17,14,66
72,44,36,85,1,100,79,45,100,13,89,26,29,92
22,86,0,100,49,73,32,94,70,20,89,68,0,100
74,56,38,87,11,100,81,44,100,17,84,39,31,87
51,74,20,98,23,99,71,55,100,2,100,25,5,96
40,70,17,100,27,90,59,66,88,1,100,38,0,76
25,80,16,100,37,100,58,79,76,21,99,50,0,95
55,53,28,100,11,100,70,63,99,0,90,30,1,75
44,65,18,100,19,100,62,71,88,0,79,23,3,96
43,59,29,100,10,100,77,64,84,13,87,48,0,68
29,78,17,100,36,97,58,79,83,9,100,55,0,89
78,58,38,82,13,98,81,36,100,18,100,29,29,65
95,10,72,72,0,88,100,32,100,30,45,9,65,61
74,24,46,94,0,100,85,53,100,0,59,6,33,79
67,43,39,100,2,100,84,54,96,0,77,39,13,76
86,44,55,67,0,84,100,18,100,0,74,13,31,30
84,25,53,75,0,100,95,32,100,0,66,1,39,59
6,70,1,97,36,67,31,100,62,19,92,65,0,100
58,58,19,100,17,92,64,69,94,1,100,0,20,90
26,79,19,100,37,97,62,67,79,25,100,72,0,73
60,61,30,92,14,100,78,49,100,0,97,21,11,76
75,48,46,87,1,100,97,39,100,0,97,9,22,58
56,58,15,100,18,94,58,77,91,0,98,7,20,100
11,84,0,100,41,61,20,96,58,18,100,58,0,96
51,59,25,100,13,100,68,64,91,0,87,31,9,94
2,67,8,97,34,73,39,100,67,18,100,42,0,88
77,26,46,96,0,100,85,58,100,2,64,0,35,80
66,59,37,97,10,100,85,48,100,10,95,36,19,81
36,63,18,100,20,94,57,76,80,9,88,26,0,100
16,99,0,100,57,87,36,94,64,26,94,73,0,100
56,55,26,100,10,100,71,62,97,0,81,21,7,84
49,65,24,100,21,100,67,64,95,0,84,35,4,95
71,47,48,82,0,100,94,32,100,12,92,35,21,66
87,43,56,74,0,100,95,22,100,20,86,26,37,60
60,58,38,85,7,86,85,27,100,0,100,32,5,42
22,80,18,100,37,100,61,79,76,23,97,72,0,93
60,60,28,85,13,100,76,41,100,0,75,43,11,73
80,37,67,69,0,78,100,16,100,0,68,16,28,35
79,48,61,60,0,73,100,3,100,0,90,25,13,29
46,64,27,100,15,100,73,62,86,0,93,39,4,86
58,49,5,100,15,89,52,76,90,0,78,21,26,100
78,35,41,73,7,100,85,37,100,9,94,0,42,70
61,59,34,100,14,100,81,53,99,0,97,36,9,73
34,66,20,100,27,95,58,83,78,2,100,31,0,98
73,39,48,82,0,100,89,37,100,8,74,32,27,74
59,61,33,97,14,91,80,48,100,0,100,29,8,53
72,67,40,80,14,97,88,35,100,21,100,52,29,65
25,75,0,100,35,66,29,86,70,3,100,26,0,88
64,40,38,100,0,100,80,54,99,0,78,19,9,86
24,73,19,100,34,89,55,77,78,9,100,50,0,78
74,36,40,85,0,100,83,43,100,0,72,8,26,66
35,65,25,100,20,95,65,65,78,15,100,44,0,75
97,30,64,74,0,91,100,23,100,22,64,26,55,54
18,83,5,100,41,87,45,89,75,17,100,58,0,88
22,93,0,100,46,82,38,85,72,12,100,32,0,92
65,48,45,99,0,100,93,45,100,0,82,40,8,64
33,66,14,100,23,86,50,77,78,2,82,19,0,100
28,71,16,100,31,93,56,80,80,17,100,56,0,89
70,59,39,78,6,100,85,32,100,15,91,41,25,68
85,21,51,75,0,100,89,36,100,8,67,0,45,71
92,39,70,62,0,88,100,17,100,19,91,26,49,42
40,67,26,100,20,100,69,63,85,8,64,38,0,87
36,69,2,100,26,77,39,81,79,2,93,35,0,100
65,36,35,100,0,100,80,62,99,0,72,25,21,81
21,81,0,100,40,71,28,91,69,18,83,35,0,100
25,75,22,100,34,98,62,75,73,25,100,70,0,93
22,75,8,100,36,86,45,84,73,22,100,65,0,99
81,37,50,78,0,100,92,37,100,15,73,27,41,77
43,66,26,100,17,100,73,61,85,2,98,22,0,86
20,77,2,100,39,81,40,97,73,24,90,73,0,100
10,76,0,98,44,58,23,100,60,21,100,61,0,90
75,44,48,74,0,98,95,32,100,3,100,0,33,48
36,75,14,100,29,97,56,79,80,1,100,38,0,94
19,70,10,100,32,79,42,90,69,17,100,51,0,97
45,65,32,100,20,100,76,55,89,7,81,42,0,73
44,69,26,100,25,100,69,60,91,3,100,40,0,84
64,40,44,100,0,100,89,58,93,0,85,15,18,79
45,70,28,100,23,100,74,49,97,16,88,66,0,66
46,65,21,100,20,100,66,64,91,0,64,32,1,92
39,62,17,100,21,93,55,80,86,2,99,27,0,100
55,60,34,92,14,100,79,35,100,19,79,44,6,69
58,57,30,100,14,100,72,57,100,0,97,27,6,74
37,61,19,100,20,93,53,95,75,0,96,23,2,100
35,76,25,100,28,100,70,55,84,17,98,40,0,95
37,51,29,100,11,100,66,81,77,16,86,48,0,92
74,49,61,62,0,77,100,9,100,0,79,26,14,26
53,75,21,89,24,97,68,44,100,4,100,46,7,88
32,74,20,100,30,96,59,76,81,4,100,21,0,90
84,27,55,75,0,100,96,31,100,0,73,14,38,60
78,32,47,79,0,100,92,37,100,1,63,14,34,71
71,61,37,78,14,100,88,29,100,0,100,39,20,49
0,99,0,81,67,53,15,100,31,56,100,86,19,93
74,28,56,77,0,100,95,33,100,0,77,9,33,68
28,85,4,100,39,90,47,83,80,11,100,56,0,92
25,91,12,100,42,100,58,67,79,20,95,61,0,99
84,37,64,66,0,71,100,20,100,0,77,3,34,25
50,64,25,100,23,100,65,76,89,0,96,30,10,96
50,62,31,100,14,90,78,45,99,8,100,44,0,49
32,63,24,100,20,89,59,77,73,4,100,28,0,85
15,88,11,100,43,95,50,87,64,25,95,71,0,100
26,67,13,100,28,77,45,76,73,10,100,38,0,88
47,62,11,100,12,100,58,77,82,0,96,28,12,99
38,59,20,100,10,97,59,75,75,0,96,27,1,100
33,71,5,100,30,79,43,76,82,11,100,38,0,88
74,54,57,64,0,85,100,12,100,0,89,15,19,32
49,60,28,100,16,99,72,56,93,0,100,30,1,90
11,78,6,94,40,82,43,100,65,21,100,70,0,88
29,69,16,100,32,86,52,79,82,0,100,21,1,82
21,92,0,100,49,81,35,82,68,26,86,59,0,100
72,28,60,97,0,100,99,45,100,0,64,26,26,71
61,52,30,100,13,100,70,66,97,0,91,5,14,98
10,95,0,100,57,88,38,92,62,39,84,85,0,100
54,61,28,100,15,100,73,55,98,0,83,13,4,71
72,57,43,78,9,95,94,32,100,0,100,8,22,48
24,70,11,100,30,84,44,92,69,17,96,42,0,100
68,39,37,89,0,100,83,47,100,0,81,20,22,68
28,65,22,100,26,92,55,93,71,12,100,31,0,89
